name,group,epoch,country,sex,year_from,year_to,haplogroup,lat,lon,fasta_url
BIM_37,MAGe,Middle Ages,Germany,M,580,620,T2b16,49.01142120361328,12.159494400024414,/static_md5/data/fasta/BIM_37.fa
I7640,BABI,Bronze Age,Great Britain,M,-1430,-1282,U5a2c2,52.17839050292969,0.12254399806261063,/static_md5/data/fasta/I7640.fa
I7547,NEIB,Neolithic,Spain,F,-4300,-3700,K1a+195,36.44499969482422,-6.210000038146973,/static_md5/data/fasta/I7547.fa
Kivutkalns42,BABL,Bronze Age,Latvia,F,-810,-560,H1b1,56.85200119018555,24.27199935913086,/static_md5/data/fasta/Kivutkalns42.fa
I1975,CAIB,Copper Age,Spain,M,-3090,-2894,J1c,42.56999969482422,-2.549999952316284,/static_md5/data/fasta/I1975.fa
PCA0035,MAPl,Middle Ages,Poland,M,80,120,J2b1a5,52.59000015258789,16.780000686645508,/static_md5/data/fasta/PCA0035.fa
Kretuonas2,NEBL,Neolithic,Lithuania,M,-5500,-2900,U5b2b,55.2599983215332,26.097999572753906,/static_md5/data/fasta/Kretuonas2.fa
I0073,MIC,Bronze Age,Greece,M,-2400,-1700,H,35.08000183105469,25.829999923706055,/static_md5/data/fasta/I0073.fa
ARS005,LBAMo,Bronze Age,Mongolia,M,-1255,-925,D4e1,49.65683364868164,99.72669219970703,
NW_255,MAGe,Middle Ages,Germany,F,417,536,H18b,48.98910140991211,12.140700340270996,/static_md5/data/fasta/NW_255.fa
PCA0037,MAPl,Middle Ages,Poland,M,10,375,T2e,52.59000015258789,16.780000686645508,/static_md5/data/fasta/PCA0037.fa
I0520,NEBI,Neolithic,Great Britain,M,-3360,-3100,U5a2c,52.217254638671875,-0.9402166604995728,/static_md5/data/fasta/I0520.fa
I5385,BBC,Bronze Age,Great Britain,F,-2455,-2147,H5,58.36476135253906,-3.403507947921753,/static_md5/data/fasta/I5385.fa
I7249,BBC,Copper Age,Czech Republic,M,-2500,-2200,I2,50.189998626708984,14.157999992370605,/static_md5/data/fasta/I7249.fa
I4554,HGE,Mesolithic,Latvia,F,-4042,-3956,U4d1,56.279998779296875,25.1299991607666,/static_md5/data/fasta/I4554.fa
I5366,NEBI,Neolithic,Great Britain,F,-3643,-3383,X2b+226,50.8602180480957,-0.3832840025424957,/static_md5/data/fasta/I5366.fa
Kretuonas4,NEBL,Neolithic,Lithuania,F,-5500,-2900,U5b1b1a,55.2599983215332,26.097999572753906,/static_md5/data/fasta/Kretuonas4.fa
NW_54,MAGe,Middle Ages,Germany,F,388,532,C4a1a,48.98910140991211,12.140700340270996,/static_md5/data/fasta/NW_54.fa
Kretuonas5,NEBL,Neolithic,Lithuania,M,-4450,-4340,U5b2b,55.2599983215332,26.097999572753906,/static_md5/data/fasta/Kretuonas5.fa
I6750,NEBI,Neolithic,Great Britain,M,-3755,-3660,K1a+195,51.052799224853516,-1.4337999820709229,/static_md5/data/fasta/I6750.fa
PCA0040,MAPl,Middle Ages,Poland,M,80,260,I4a,52.59000015258789,16.780000686645508,/static_md5/data/fasta/PCA0040.fa
STR_220,MAGe,Middle Ages,Germany,F,480,530,U5b2b,48.87327575683594,12.553182601928711,/static_md5/data/fasta/STR_220.fa
Motala1913,HGN,Mesolithic,Sweden,F,-5722,-5564,U5a2d,58.53499984741211,15.045999526977539,/static_md5/data/fasta/Motala1913.fa
I7549,NEIB,Neolithic,Spain,F,-4300,-3700,K1a4a1,36.44499969482422,-6.210000038146973,/static_md5/data/fasta/I7549.fa
N22,BKG,Neolithic,Poland,F,-4442,-4240,U5a1c,52.61000061035156,18.899999618530273,/static_md5/data/fasta/N22.fa
I5374,NEBI,Neolithic,Great Britain,M,-2830,-2460,H1c,51.27899932861328,-2.743324041366577,/static_md5/data/fasta/I5374.fa
STR_228,MAGe,Middle Ages,Germany,F,382,546,T2b21,48.87327575683594,12.553182601928711,/static_md5/data/fasta/STR_228.fa
Olsund,NESC,Neolithic,Sweden,M,-2573,-2140,U4c2a,61.65800094604492,17.003999710083008,/static_md5/data/fasta/Olsund.fa
I1658,BACA,Bronze Age,Armenia,F,-3347,-3092,U3a2a,40.382957458496094,43.87366485595703,/static_md5/data/fasta/I1658.fa
STR_266,MAGe,Middle Ages,Germany,F,510,530,J1cH,48.87327575683594,12.553182601928711,/static_md5/data/fasta/STR_266.fa
PCA0053,MAPl,Middle Ages,Poland,F,80,260,K1b2a,52.59000015258789,16.780000686645508,/static_md5/data/fasta/PCA0053.fa
N25,BKG,Neolithic,Poland,F,4600,4000,K2a,52.61000061035156,18.799999237060547,/static_md5/data/fasta/N25.fa
I2988,NEBI,Neolithic,Great Britain,F,-3516,-3361,U5b2a3,55.400001525878906,-5.199999809265137,/static_md5/data/fasta/I2988.fa
I0074,MIC,Bronze Age,Greece,F,-2400,-1700,H5,35.08000183105469,25.829999923706055,/static_md5/data/fasta/I0074.fa
STR_310,MAGe,Middle Ages,Germany,F,510,530,H7,48.87327575683594,12.553182601928711,/static_md5/data/fasta/STR_310.fa
I2659,NEBI,Neolithic,Great Britain,F,-3761,-3643,H1c,56.40999984741211,-5.4710001945495605,/static_md5/data/fasta/I2659.fa
Plinkaigalis241,CWC,Neolithic,Lithuania,F,-2860,-2410,I2,55.40999984741211,23.64699935913086,/static_md5/data/fasta/Plinkaigalis241.fa
I5068,LBK,Neolithic,Austria,M,-5500,-4775,T2b23,48.66999816894531,16.579999923706055,/static_md5/data/fasta/I5068.fa
Plinkaigalis242,CWC,Neolithic,Lithuania,F,-3260,-2630,W6a,55.40999984741211,23.64699935913086,/static_md5/data/fasta/Plinkaigalis242.fa
I5470,BABI,Bronze Age,Great Britain,U,-1620,-1449,H15a1,55.97407531738281,-3.1760730743408203,/static_md5/data/fasta/I5470.fa
I2981,BABI,Bronze Age,Great Britain,F,-1950,-1496,T2a1b1a,59.28099822998047,-2.424999952316284,/static_md5/data/fasta/I2981.fa
STR_328,MAGe,Middle Ages,Germany,F,350,530,U5a1h,48.87327575683594,12.553182601928711,/static_md5/data/fasta/STR_328.fa
I7550,NEIB,Neolithic,Spain,F,-4300,-3700,K1b1a,36.44499969482422,-6.210000038146973,/static_md5/data/fasta/I7550.fa
I2861,BABI,Bronze Age,Great Britain,F,-976,-828,I2a1,57.72100067138672,-3.3880999088287354,/static_md5/data/fasta/I2861.fa
Popovo2,HGN,Mesolithic,Russia,M,-7500,-5000,U4d,61.263999938964844,38.904998779296875,/static_md5/data/fasta/Popovo2.fa
STR_355,MAGe,Middle Ages,Germany,F,510,530,T2b,48.87327575683594,12.553182601928711,/static_md5/data/fasta/STR_355.fa
I5069,LBK,Neolithic,Austria,F,-5500,-4775,N1a1,48.66999816894531,16.579999923706055,/static_md5/data/fasta/I5069.fa
N26,BKG,Neolithic,Poland,M,-4334,-4068,T2b30,50.66999816894531,21.3799991607666,/static_md5/data/fasta/N26.fa
Saxtorp5164,FBC,Neolithic,Sweden,F,-3945,-3647,T2b,55.845001220703125,12.968999862670898,/static_md5/data/fasta/Saxtorp5164.fa
STR_360,MAGe,Middle Ages,Germany,F,510,530,H5,48.87327575683594,12.553182601928711,
I2573,BABI,Bronze Age,Great Britain,F,-1500,-1301,H3+16311,55.97999954223633,-2.8959999084472656,/static_md5/data/fasta/I2573.fa
N27,BKG,Neolithic,Poland,M,4600,4000,V14,52.61000061035156,18.799999237060547,/static_md5/data/fasta/N27.fa
STR_486,MAGe,Middle Ages,Germany,M,460,530,T2b,48.87327575683594,12.553182601928711,/static_md5/data/fasta/STR_486.fa
STR_393,MAGe,Middle Ages,Germany,M,460,530,H5a1,48.87327575683594,12.553182601928711,/static_md5/data/fasta/STR_393.fa
PCA0062,MAPl,Middle Ages,Poland,M,80,260,U4a2,52.59000015258789,16.780000686645508,/static_md5/data/fasta/PCA0062.fa
LICOL90,LONG,Middle Ages,Italy,U,570,800,None,45.078880310058594,7.566359996795654,
Spiginas1,NESC,Neolithic,Lithuania,M,-4440,-4240,H11a,55.768001556396484,22.41699981689453,/static_md5/data/fasta/Spiginas1.fa
I2636,NEBI,Neolithic,Great Britain,F,-3519,-3361,V,59.349998474121094,-2.872999906539917,/static_md5/data/fasta/I2636.fa
STR_502,MAGe,Middle Ages,Germany,F,430,647,T1,48.87327575683594,12.553182601928711,
I9005,MIC,Bronze Age,Greece,F,-2400,-1700,H,35.08000183105469,25.829999923706055,/static_md5/data/fasta/I9005.fa
I2651,NEBI,Neolithic,Great Britain,F,-3360,-3098,K1a1b1,59.349998474121094,-2.872999906539917,/static_md5/data/fasta/I2651.fa
N28,BKG,Neolithic,Poland,M,-4251,-3996,T2b,52.61000061035156,18.799999237060547,/static_md5/data/fasta/N28.fa
Spiginas2,CWC,Neolithic,Lithuania,M,-2130,-1750,I4a,55.768001556396484,22.41699981689453,/static_md5/data/fasta/Spiginas2.fa
I9127,MIC,Bronze Age,Greece,F,-2210,-1680,J2b1a1,35.04999923706055,24.809999465942383,/static_md5/data/fasta/I9127.fa
Spiginas4,HGN,Mesolithic,Lithuania,F,-6440,-6230,U4a2,55.768001556396484,22.41699981689453,/static_md5/data/fasta/Spiginas4.fa
I7594,NEIB,Neolithic,Spain,F,-3519,-3370,U5b2b,38.70249938964844,-0.4863100051879883,/static_md5/data/fasta/I7594.fa
STR_535,MAGe,Middle Ages,Germany,F,348,538,HV9,48.87327575683594,12.553182601928711,/static_md5/data/fasta/STR_535.fa
I9129,MIC,Bronze Age,Greece,F,-2210,-1680,H+163,35.04999923706055,24.809999465942383,/static_md5/data/fasta/I9129.fa
Tamula1,NEBL,Neolithic,Estonia,F,-3630,-3360,U5a1d2b,57.505001068115234,26.583999633789062,/static_md5/data/fasta/Tamula1.fa
LICOL92,LONG,Middle Ages,Italy,U,570,800,H35,45.078880310058594,7.566359996795654,/static_md5/data/fasta/LICOL92.fa
ARS008,LBAMo,Bronze Age,Mongolia,M,-1389,-1055,C4a2c,49.65683364868164,99.72669219970703,
I9130,MIC,Bronze Age,Greece,M,-2210,-1680,U3b3,35.04999923706055,24.809999465942383,/static_md5/data/fasta/I9130.fa
Tamula3,NEBL,Neolithic,Estonia,F,-3800,-3640,U4d2,57.505001068115234,26.583999633789062,/static_md5/data/fasta/Tamula3.fa
FN_2,MAGe,Middle Ages,Germany,M,300,500,H3,48.148468017578125,11.404666900634766,/static_md5/data/fasta/FN_2.fa
Turlojiske1932,TRC,Bronze Age,Lithuania,F,-1230,-920,U5a2a1,54.36199951171875,23.33300018310547,/static_md5/data/fasta/Turlojiske1932.fa
N31,BKG,Neolithic,Poland,F,-4323,-4052,H26,52.61000061035156,18.799999237060547,/static_md5/data/fasta/N31.fa
I2979,NEBI,Neolithic,Great Britain,M,-3333,-2941,K1a+195,58.7400016784668,-2.9159998893737793,/static_md5/data/fasta/I2979.fa
I2657,NEBI,Neolithic,Great Britain,M,-3951,-3780,W1+119,56.41999816894531,-5.4720001220703125,/static_md5/data/fasta/I2657.fa
KER_1,MAUk,Middle Ages,Ukraine,M,256,401,HV9a,45.35074234008789,36.46842575073242,/static_md5/data/fasta/KER_1.fa
LICOL93,LONG,Middle Ages,Italy,U,570,800,J2b1a1,45.078880310058594,7.566359996795654,/static_md5/data/fasta/LICOL93.fa
I5407,HGS,Mesolithic,Serbia,F,-8300,-7400,H13,44.54999923706055,22.030000686645508,/static_md5/data/fasta/I5407.fa
I9131,MIC,Bronze Age,Greece,F,-2210,-1680,K1a2,35.04999923706055,24.809999465942383,/static_md5/data/fasta/I9131.fa
I2980,NEBI,Neolithic,Great Britain,F,-3360,-3101,H1,59.31010055541992,-2.9407150745391846,/static_md5/data/fasta/I2980.fa
I7598,NEIB,Neolithic,Spain,M,-3630,-3370,U5b3,38.70249938964844,-0.4863100051879883,/static_md5/data/fasta/I7598.fa
Vim_2,MABA,Middle Ages,Serbia,M,500,600,H7,44.73298263549805,21.230548858642578,/static_md5/data/fasta/Vim_2.fa
N36,BKG,Neolithic,Poland,F,4600,4000,J1c5,50.66999816894531,21.3799991607666,/static_md5/data/fasta/N36.fa
CL49,LONG,Middle Ages,Italy,M,570,880,None,45.08333206176758,7.5833330154418945,
Turlojiske1,TRC,Bronze Age,Lithuania,M,-930,-810,T2b,54.36199951171875,23.33300018310547,/static_md5/data/fasta/Turlojiske1.fa
I7600,NEIB,Neolithic,Spain,F,-4100,-2700,K1a2a,38.70249938964844,-0.4863100051879883,/static_md5/data/fasta/I7600.fa
SCY001,SCU,Iron Age,Ukraine,U,-400,-400,U5a1b,49.05027770996094,33.241943359375,/static_md5/data/fasta/SCY001.fa
I3136,NEBI,Neolithic,Great Britain,F,-3520,-3365,H1+16189,56.4033317565918,-5.478055953979492,/static_md5/data/fasta/I3136.fa
I6617,CAIB,Copper Age,Spain,M,-2900,-2300,H1+16189,40.220001220703125,-3.759999990463257,/static_md5/data/fasta/I6617.fa
SZ41,LONG,Middle Ages,Hungary,F,412,604,None,46.78821563720703,17.842775344848633,
N42,BKG,Neolithic,Poland,F,-4231,-3979,U5b2a1a,52.61000061035156,18.799999237060547,/static_md5/data/fasta/N42.fa
CL23,LONG,Middle Ages,Italy,M,570,880,H,45.08333206176758,7.5833330154418945,/static_md5/data/fasta/CL23.fa
I5371,NEBI,Neolithic,Great Britain,F,-4000,-3300,H4a1a2a,56.41456604003906,-5.469178199768066,/static_md5/data/fasta/I5371.fa
I2937,NEGr,Neolithic,Greece,F,-5479,-5338,K1a+195,36.63999938964844,22.3799991607666,/static_md5/data/fasta/I2937.fa
I2635,NEBI,Neolithic,Great Britain,M,-3652,-3389,U5b1+16189+16192,58.529998779296875,-3.6029999256134033,/static_md5/data/fasta/I2635.fa
N18,FBC,Neolithic,Poland,F,-3636,-3389,N1a1a1,52.619998931884766,18.959999084472656,/static_md5/data/fasta/N18.fa
I7602,NEIB,Neolithic,Spain,M,-3500,-2900,J1c1,43.08582305908203,-2.251197099685669,/static_md5/data/fasta/I7602.fa
I7603,NEIB,Neolithic,Spain,M,-3500,-2900,K1a2b,43.08582305908203,-2.251197099685669,/static_md5/data/fasta/I7603.fa
I5364,BABI,Bronze Age,Great Britain,F,-1600,-800,H5c,51.537628173828125,-4.211801052093506,/static_md5/data/fasta/I5364.fa
N19,FBC,Neolithic,Poland,F,-3636,-3388,V14,52.619998931884766,18.959999084472656,/static_md5/data/fasta/N19.fa
I1293,MEME,Mesolithic,Iran,M,-9100,-8600,None,35.59000015258789,53.5,
I7272,CWC,Neolithic,Czech Republic,M,-2900,-2200,K2a5,50.189998626708984,14.157999992370605,/static_md5/data/fasta/I7272.fa
Turlojiske5,TRC,Bronze Age,Lithuania,M,-2100,-600,H5,54.36199951171875,23.33300018310547,/static_md5/data/fasta/Turlojiske5.fa
I7280,CWC,Neolithic,Czech Republic,M,-2900,-2200,W5a,50.189998626708984,14.157999992370605,/static_md5/data/fasta/I7280.fa
CL25,LONG,Middle Ages,Italy,F,570,880,H,45.08333206176758,7.5833330154418945,/static_md5/data/fasta/CL25.fa
Turlojiske3,TRC,Bronze Age,Lithuania,M,-1010,-800,H4a1a1a3,54.36199951171875,23.33300018310547,/static_md5/data/fasta/Turlojiske3.fa
Veibri4,NEBL,Neolithic,Estonia,F,-4900,-4720,U5b1,58.20199966430664,26.46500015258789,/static_md5/data/fasta/Veibri4.fa
ARS010,LBAMo,Bronze Age,Mongolia,F,-1192,-899,None,49.65683364868164,99.72669219970703,
I7604,NEIB,Neolithic,Spain,M,-3500,-2900,H1ak,43.08582305908203,-2.251197099685669,/static_md5/data/fasta/I7604.fa
N20,FBC,Neolithic,Poland,M,-3636,-3388,H3t,52.619998931884766,18.959999084472656,/static_md5/data/fasta/N20.fa
I1497,BAD,Copper Age,Hungary,F,-2900,-2700,H,47.16999816894531,19.829999923706055,/static_md5/data/fasta/I1497.fa
LRCMUS73A,LONG,Middle Ages,Czech Republic,U,500,600,T2e,48.89586639404297,16.59980583190918,/static_md5/data/fasta/LRCMUS73A.fa
LRCMUS69,LONG,Middle Ages,Czech Republic,U,500,600,N1b1b1,48.89586639404297,16.59980583190918,/static_md5/data/fasta/LRCMUS69.fa
LRCMUS65,LONG,Middle Ages,Czech Republic,U,500,600,T2e,48.89586639404297,16.59980583190918,/static_md5/data/fasta/LRCMUS65.fa
CL31,LONG,Middle Ages,Italy,M,570,880,H18,45.08333206176758,7.5833330154418945,/static_md5/data/fasta/CL31.fa
I7198,UNC,Bronze Age,Czech Republic,F,-2200,-1700,U5b2c,50.0504150390625,14.366726875305176,/static_md5/data/fasta/I7198.fa
LRCMUS71,LONG,Middle Ages,Czech Republic,U,500,600,H1c1,48.89586639404297,16.59980583190918,/static_md5/data/fasta/LRCMUS71.fa
I7200,UNC,Bronze Age,Czech Republic,F,-2200,-1700,R1b1,50.0504150390625,14.366726875305176,/static_md5/data/fasta/I7200.fa
I7202,UNC,Bronze Age,Czech Republic,M,-2200,-1700,U5a1a2b,50.0504150390625,14.366726875305176,/static_md5/data/fasta/I7202.fa
LRCMUS68,LONG,Middle Ages,Czech Republic,U,500,600,V11,48.89586639404297,16.59980583190918,/static_md5/data/fasta/LRCMUS68.fa
N38,GAC,Neolithic,Poland,F,-3263,-2903,T2c1-146,52.61000061035156,18.899999618530273,/static_md5/data/fasta/N38.fa
SCY010,SCU,Iron Age,Ukraine,F,-700,-700,N1b1a,47.37555694580078,33.375,/static_md5/data/fasta/SCY010.fa
CL36,LONG,Middle Ages,Italy,F,570,880,X2b,45.08333206176758,7.5833330154418945,/static_md5/data/fasta/CL36.fa
SCY012,SCU,Iron Age,Ukraine,U,-400,-300,U5b2a1a2,48.53329849243164,28.75,/static_md5/data/fasta/SCY012.fa
I5035,EBACz,Bronze Age,Czech Republic,F,-2300,-1900,T2b,50.16666793823242,14.316666603088379,/static_md5/data/fasta/I5035.fa
LRCMUS73B,LONG,Middle Ages,Czech Republic,U,500,600,H1c1,48.89586639404297,16.59980583190918,/static_md5/data/fasta/LRCMUS73B.fa
I0867,PPNE,Neolithic,Israel,M,-7300,-6200,K1a4b,31.790000915527344,35.16999816894531,/static_md5/data/fasta/I0867.fa
N44,CWC,Neolithic,Poland,F,-2570,-2340,U5a1b2,52.619998931884766,18.959999084472656,/static_md5/data/fasta/N44.fa
I7605,NEIB,Neolithic,Spain,M,-3500,-2900,H3,43.08582305908203,-2.251197099685669,/static_md5/data/fasta/I7605.fa
CL38,LONG,Middle Ages,Italy,M,570,880,X2,45.08333206176758,7.5833330154418945,/static_md5/data/fasta/CL38.fa
LRCMUS72,LONG,Middle Ages,Czech Republic,U,500,600,None,48.89586639404297,16.59980583190918,
I1108,NEBA,Neolithic,Bulgaria,M,-5800,-5400,T2e,43.97999954223633,26.399999618530273,/static_md5/data/fasta/I1108.fa
N45,CWC,Neolithic,Poland,F,-2570,-2340,H5a8,52.619998931884766,18.959999084472656,/static_md5/data/fasta/N45.fa
I7606,NEIB,Neolithic,Spain,M,-3500,-2900,U5b1+16189+@16192,43.08582305908203,-2.251197099685669,/static_md5/data/fasta/I7606.fa
LHSZ3,LONG,Middle Ages,Hungary,U,500,600,H2+16291,46.78821563720703,17.842775344848633,/static_md5/data/fasta/LHSZ3.fa
CL47,LONG,Middle Ages,Italy,F,570,880,H11a,45.08333206176758,7.5833330154418945,/static_md5/data/fasta/CL47.fa
N47,CWC,Neolithic,Poland,M,-2570,-2340,U5b2a2,52.619998931884766,18.959999084472656,/static_md5/data/fasta/N47.fa
CL57,LONG,Middle Ages,Italy,M,570,880,H24a,45.08333206176758,7.5833330154418945,/static_md5/data/fasta/CL57.fa
I7642,NEIB,Neolithic,Spain,M,-2907,-2761,J2b1a,38.70249938964844,-0.4863100051879883,/static_md5/data/fasta/I7642.fa
I5117,CAHu,Copper Age,Hungary,M,-3400,-3000,K1a2,47.80989074707031,20.889266967773438,/static_md5/data/fasta/I5117.fa
AH1,NEME,Neolithic,Iran,F,-8200,-7700,R2,34.18000030517578,48.16999816894531,/static_md5/data/fasta/AH1.fa
CL63,LONG,Middle Ages,Italy,M,570,880,H,45.08333206176758,7.5833330154418945,/static_md5/data/fasta/CL63.fa
I1113,NEBA,Neolithic,Bulgaria,F,-5800,-5400,U5a1c,43.97999954223633,26.399999618530273,/static_md5/data/fasta/I1113.fa
I2369,CAHu,Copper Age,Hungary,M,-3367,-3103,J2a1a1,47.620941162109375,19.044940948486328,/static_md5/data/fasta/I2369.fa
I2371,CAHu,Copper Age,Hungary,M,-3359,-3098,U5b,47.318748474121094,19.166919708251953,/static_md5/data/fasta/I2371.fa
I5119,CAHu,Copper Age,Hungary,F,-3400,-3000,J1c2,47.80989074707031,20.889266967773438,/static_md5/data/fasta/I5119.fa
AH2,NEME,Neolithic,Iran,M,-8205,-7756,R2,34.06661,48.13385,/static_md5/data/fasta/AH2.fa
AH4,NEME,Neolithic,Iran,F,-8204,-7755,T2c,34.18000030517578,48.16999816894531,/static_md5/data/fasta/AH4.fa
LHSZ5,LONG,Middle Ages,Hungary,U,500,600,J2b1,46.78821563720703,17.842775344848633,/static_md5/data/fasta/LHSZ5.fa
WC1,NEME,Neolithic,Iran,M,-7455,-7082,J1d6,34.05861282348633,46.64777755737305,/static_md5/data/fasta/WC1.fa
I1297,NEBA,Neolithic,Bulgaria,F,-5800,-5400,H5b,43.97999954223633,26.399999618530273,/static_md5/data/fasta/I1297.fa
LHSZ6,LONG,Middle Ages,Hungary,U,500,600,I3,46.78821563720703,17.842775344848633,/static_md5/data/fasta/LHSZ6.fa
LHSZ7,LONG,Middle Ages,Hungary,U,500,600,T2e1,46.78821563720703,17.842775344848633,/static_md5/data/fasta/LHSZ7.fa
CL83,LONG,Middle Ages,Italy,F,570,880,H1,45.08333206176758,7.5833330154418945,/static_md5/data/fasta/CL83.fa
I6537,EBAPl,Bronze Age,Poland,M,-2290,-2041,I1a1,50.11000061035156,18.209999084472656,/static_md5/data/fasta/I6537.fa
I7643,NEIB,Neolithic,Spain,M,-3960,-3710,K1a1b1,38.70249938964844,-0.4863100051879883,/static_md5/data/fasta/I7643.fa
LHSZ9,LONG,Middle Ages,Hungary,U,500,600,J1b1a1d,46.78821563720703,17.842775344848633,/static_md5/data/fasta/LHSZ9.fa
N49,CWC,Neolithic,Poland,M,-2570,-2340,H6a1a,52.619998931884766,18.959999084472656,/static_md5/data/fasta/N49.fa
I7644,NEIB,Neolithic,Spain,M,-3640,-3380,no_data,38.70249938964844,-0.4863100051879883,/static_md5/data/fasta/I7644.fa
I2215,NEBA,Neolithic,Bulgaria,U,-5800,-5400,T2b,43.97999954223633,26.399999618530273,/static_md5/data/fasta/I2215.fa
LHSZ14,LONG,Middle Ages,Hungary,U,500,600,I3,46.78821563720703,17.842775344848633,/static_md5/data/fasta/LHSZ14.fa
CL92,LONG,Middle Ages,Italy,M,570,880,H,45.08333206176758,7.5833330154418945,/static_md5/data/fasta/CL92.fa
I2753,CAHu,Copper Age,Hungary,M,-3332,-2929,U5a1,46.784690856933594,17.731714248657227,/static_md5/data/fasta/I2753.fa
I7646,NEIB,Neolithic,Spain,F,-3710,-3630,H1e1c,38.70249938964844,-0.4863100051879883,/static_md5/data/fasta/I7646.fa
N17,BAPl,Bronze Age,Poland,M,-2016,-1775,J1c1b1a,52.65999984741211,18.8799991607666,/static_md5/data/fasta/N17.fa
I2754,CAHu,Copper Age,Hungary,M,-3337,-3024,J1c+16261+189,46.784690856933594,17.731714248657227,/static_md5/data/fasta/I2754.fa
CL102,LONG,Middle Ages,Italy,F,570,880,H1i2,45.08333206176758,7.5833330154418945,/static_md5/data/fasta/CL102.fa
CL121,LONG,Middle Ages,Italy,M,570,880,T2b,45.08333206176758,7.5833330154418945,/static_md5/data/fasta/CL121.fa
SCY192,SCU,Iron Age,Moldova,F,-400,-200,H8c,46.66999816894531,29.809999465942383,/static_md5/data/fasta/SCY192.fa
LHSZ16,LONG,Middle Ages,Hungary,U,500,600,U4b1b1,46.78821563720703,17.842775344848633,/static_md5/data/fasta/LHSZ16.fa
CL145,LONG,Middle Ages,Italy,M,570,880,T2b,45.08333206176758,7.5833330154418945,/static_md5/data/fasta/CL145.fa
I2755,CAHu,Copper Age,Hungary,M,-3600,-3000,U8b1a1,46.784690856933594,17.731714248657227,/static_md5/data/fasta/I2755.fa
LHSZ18,LONG,Middle Ages,Hungary,U,500,600,H13a1a2,46.78821563720703,17.842775344848633,/static_md5/data/fasta/LHSZ18.fa
I7647,NEIB,Neolithic,Spain,M,-4050,-3340,K1b1a,38.70249938964844,-0.4863100051879883,/static_md5/data/fasta/I7647.fa
CL146,LONG,Middle Ages,Italy,M,570,880,T2b3,45.08333206176758,7.5833330154418945,/static_md5/data/fasta/CL146.fa
I2785,CAHu,Copper Age,Hungary,F,-3600,-3000,T2c1d1,47.684974670410156,19.918434143066406,/static_md5/data/fasta/I2785.fa
Aes1,NESw,Neolithic,Switzerland,M,-3090,-2917,H1+152,47.46541213989258,7.601690769195557,/static_md5/data/fasta/Aes1.fa
I8134,NEIB,Neolithic,Spain,F,-4300,-3700,U5b3,36.44499969482422,-6.210000038146973,/static_md5/data/fasta/I8134.fa
I2366,CAHu,Copper Age,Hungary,M,-3600,-3000,H26a,47.620941162109375,19.044940948486328,/static_md5/data/fasta/I2366.fa
CL151,LONG,Middle Ages,Italy,F,570,880,T2b,45.08333206176758,7.5833330154418945,/static_md5/data/fasta/CL151.fa
LHSZ22B,LONG,Middle Ages,Hungary,U,500,600,None,46.78821563720703,17.842775344848633,
LHSZ21,LONG,Middle Ages,Hungary,U,500,600,None,46.78821563720703,17.842775344848633,
LHSZ24,LONG,Middle Ages,Hungary,U,500,600,U4b1a1a1,46.78821563720703,17.842775344848633,/static_md5/data/fasta/LHSZ24.fa
SZ6,LONG,Middle Ages,Hungary,M,412,604,None,46.78821563720703,17.842775344848633,
LICOL146,LONG,Middle Ages,Italy,U,570,800,None,45.078880310058594,7.566359996795654,
I8568,NEIB,Neolithic,Spain,F,-3499,-3353,X2b+226,38.762271881103516,-0.5869809985160828,/static_md5/data/fasta/I8568.fa
I7595,NEIB,Neolithic,Spain,F,-3519,-3370,U5b2b5,38.70249938964844,-0.4863100051879883,/static_md5/data/fasta/I7595.fa
I0581,CAIB,Copper Age,Spain,M,-2900,-2679,X2b,42.33333206176758,-3.5,
SZ7,LONG,Middle Ages,Hungary,M,412,604,T2e,46.78821563720703,17.842775344848633,/static_md5/data/fasta/SZ7.fa
SCY193,SCU,Iron Age,Moldova,M,-400,-200,U5a2a1,46.66999816894531,29.809999465942383,/static_md5/data/fasta/SCY193.fa
SZ9,LONG,Middle Ages,Hungary,F,412,604,J1b1a1d,46.78821563720703,17.842775344848633,/static_md5/data/fasta/SZ9.fa
Aes10,NESw,Neolithic,Switzerland,F,-2914,-2872,K1a+195,47.46541213989258,7.601690769195557,/static_md5/data/fasta/Aes10.fa
LHSZ26,LONG,Middle Ages,Hungary,U,500,600,H6a1a,46.78821563720703,17.842775344848633,/static_md5/data/fasta/LHSZ26.fa
SZ12,LONG,Middle Ages,Hungary,M,412,604,W6,46.78821563720703,17.842775344848633,/static_md5/data/fasta/SZ12.fa
LICOL147,LONG,Middle Ages,Italy,U,570,800,None,45.078880310058594,7.566359996795654,
Aes11,NESw,Neolithic,Switzerland,F,-3011,-2893,K1a3a,47.46541213989258,7.601690769195557,/static_md5/data/fasta/Aes11.fa
SZ14,LONG,Middle Ages,Hungary,M,412,604,I3,46.78821563720703,17.842775344848633,/static_md5/data/fasta/SZ14.fa
I2367,CAHu,Copper Age,Hungary,M,-3600,-3000,HV,47.620941162109375,19.044940948486328,/static_md5/data/fasta/I2367.fa
I2788,CAHu,Copper Age,Hungary,M,-3910,-3650,H,47.18914031982422,20.00479507446289,/static_md5/data/fasta/I2788.fa
I2030,LBK,Neolithic,Germany,F,-5500,-4850,H26,51.89583206176758,11.046667098999023,/static_md5/data/fasta/I2030.fa
