name,group,epoch,country,sex,year_from,year_to,haplogroup,lat,lon,fasta_url
I5207,LBK,Neolithic,Austria,M,-5500,-4500,H67,48.58000183105469,16.469999313354492,/static_md5/data/fasta/I5207.fa
DA125,IAST,Iron Age,Kazakhstan,M,140,160,U2e2a1,42.593055725097656,68.05055236816406,/static_md5/data/fasta/DA125.fa
RISE507,BARu,Bronze Age,Russia,F,-3322,-2923,U5a1a1,51.5,85.97000122070312,/static_md5/data/fasta/RISE507.fa
I3596,BBC,Copper Age,Germany,M,-2300,-2150,H+16129,48.88330078125,12.53320026397705,/static_md5/data/fasta/I3596.fa
I6590,BBC,Copper Age,Germany,F,-2500,-2000,X2c1,48.840999603271484,12.75,/static_md5/data/fasta/I6590.fa
I5208,LBK,Neolithic,Austria,F,-5500,-4500,K1b1a,48.58000183105469,16.469999313354492,/static_md5/data/fasta/I5208.fa
I5834,BBC,Copper Age,Germany,F,-2500,-2000,W5,48.840999603271484,12.75,/static_md5/data/fasta/I5834.fa
I5373,BABI,Bronze Age,Great Britain,M,-2194,-1980,X2b+226,53.079803466796875,-1.6409419775009155,/static_md5/data/fasta/I5373.fa
I1496,LBK,Neolithic,Hungary,M,-5211,-4992,K1a3a3,47.16999816894531,19.829999923706055,/static_md5/data/fasta/I1496.fa
I1707,PPNE,Neolithic,Jordan,M,-7722,-7541,R0a,31.989999771118164,35.97999954223633,/static_md5/data/fasta/I1707.fa
RISE508,BARu,Bronze Age,Russia,F,-3331,-2935,U5a1a1,51.5,85.97000122070312,/static_md5/data/fasta/RISE508.fa
I2601,BABI,Bronze Age,Great Britain,F,-1955,-1750,U5a1b1a,51.33000183105469,1.3600000143051147,/static_md5/data/fasta/I2601.fa
I0708,NENE,Neolithic,Turkey,M,-6500,-6200,N1b1a,40.29999923706055,29.56999969482422,/static_md5/data/fasta/I0708.fa
DA126,MAKa,Middle Ages,Kazakhstan,M,901,920,F2c1,43.3849983215332,77.5411148071289,/static_md5/data/fasta/DA126.fa
I3607,BBC,Copper Age,Germany,M,-2350,-2250,W3a1,48.66389846801758,13.073599815368652,/static_md5/data/fasta/I3607.fa
I1710,PPNE,Neolithic,Jordan,M,-7733,-7526,T1a2,31.989999771118164,35.97999954223633,/static_md5/data/fasta/I1710.fa
I0746,NENE,Neolithic,Turkey,M,-6067,-5892,K1a or K1a1,40.29999923706055,29.56999969482422,/static_md5/data/fasta/I0746.fa
I2602,BABI,Bronze Age,Great Britain,M,-1892,-1699,U5b2b,51.33000183105469,1.3600000143051147,/static_md5/data/fasta/I2602.fa
I2463,BABI,Bronze Age,Great Britain,F,-1925,-1700,J1c3+189,51.33000183105469,1.3600000143051147,/static_md5/data/fasta/I2463.fa
I1495,LDN,Neolithic,Hungary,M,-4491,-4357,N1a1a1a,47.16999816894531,19.829999923706055,/static_md5/data/fasta/I1495.fa
I4914,HGS,Mesolithic,Serbia,M,-6355,-5990,U5a1c1,44.63999938964844,22.299999237060547,/static_md5/data/fasta/I4914.fa
I2462,BABI,Bronze Age,Great Britain,F,-2128,-1891,U5a1d2a,51.33000183105469,1.3600000143051147,/static_md5/data/fasta/I2462.fa
I4665,HGS,Mesolithic,Serbia,F,-6205,-5907,J2b1,44.54999923706055,22.030000686645508,/static_md5/data/fasta/I4665.fa
I1099,NENE,Neolithic,Turkey,M,-6500,-6200,T2b,40.29999923706055,29.56999969482422,/static_md5/data/fasta/I1099.fa
I4666,HGS,Mesolithic,Serbia,M,-6222,-5912,H40,44.54999923706055,22.030000686645508,/static_md5/data/fasta/I4666.fa
I2612,BABI,Bronze Age,Great Britain,F,-2464,-2208,U5b2b2,54.882999420166016,-1.4520000219345093,/static_md5/data/fasta/I2612.fa
I1102,NENE,Neolithic,Turkey,M,-6500,-6200,K1a3a,40.29999923706055,29.56999969482422,/static_md5/data/fasta/I1102.fa
I1704,PPNE,Neolithic,Jordan,F,-7446,-7058,T,31.989999771118164,35.97999954223633,/static_md5/data/fasta/I1704.fa
I5405,HGS,Mesolithic,Serbia,F,-5836,-5632,HV,44.54999923706055,22.030000686645508,/static_md5/data/fasta/I5405.fa
I5658,BBC,Copper Age,Germany,F,-2500,-2000,T2b+152,48.840999603271484,12.75,/static_md5/data/fasta/I5658.fa
I1416,PPNE,Neolithic,Jordan,M,-8300,-7900,None,31.989999771118164,35.97999954223633,
I1581,NENE,Neolithic,Turkey,F,-6500,-6200,U3,40.29999923706055,29.56999969482422,/static_md5/data/fasta/I1581.fa
I12650,MAIB,Middle Ages,Spain,M,1100,1300,H1e1a,39.46969985961914,-0.3774000108242035,/static_md5/data/fasta/I12650.fa
DA127,IAKa,Iron Age,Kazakhstan,M,252,304,D4b1a2a1,42.99055480957031,79.3691635131836,/static_md5/data/fasta/DA127.fa
I2421,BABI,Bronze Age,Great Britain,M,-1930,-1759,U5a1a2a,54.882999420166016,-1.4520000219345093,/static_md5/data/fasta/I2421.fa
I0723,NENE,Neolithic,Turkey,M,-6400,-5600,X2m2,40.2599983215332,29.649999618530273,/static_md5/data/fasta/I0723.fa
I2609,BABI,Bronze Age,Great Britain,F,-2022,-1771,K2a,54.979000091552734,-2.122999906539917,/static_md5/data/fasta/I2609.fa
I2037,LBK,Neolithic,Germany,M,-5210,-5002,H1e,51.89583206176758,11.046667098999023,/static_md5/data/fasta/I2037.fa
I7497,MAIB,Middle Ages,Spain,F,1000,1100,H20a,37.80710983276367,-2.543041706085205,/static_md5/data/fasta/I7497.fa
I7630,BABI,Bronze Age,Great Britain,M,-1879,-1691,U5a,53.72618865966797,-0.5296409726142883,/static_md5/data/fasta/I7630.fa
I7499,MAIB,Middle Ages,Spain,F,1000,1100,H5,37.80710983276367,-2.543041706085205,/static_md5/data/fasta/I7499.fa
I1727,PPNE,Neolithic,Jordan,M,-8300,-7900,T1a2,31.989999771118164,35.97999954223633,/static_md5/data/fasta/I1727.fa
DA128,MAKa,Middle Ages,Kazakhstan,F,1230,1230,D4o2a,43.524444580078125,77.75833129882812,/static_md5/data/fasta/DA128.fa
DA130,IAKa,Iron Age,Kazakhstan,M,-357,-284,G2a1,43.36861038208008,77.42666625976562,/static_md5/data/fasta/DA130.fa
I5661,BBC,Copper Age,Germany,M,-2500,-2000,K1b1b1,48.840999603271484,12.75,/static_md5/data/fasta/I5661.fa
I1109,NEBA,Neolithic,Bulgaria,F,-5800,-5400,J2b1,43.97999954223633,26.399999618530273,/static_md5/data/fasta/I1109.fa
I1415,PPNE,Neolithic,Jordan,M,-8197,-7653,T1a2,31.989999771118164,35.97999954223633,/static_md5/data/fasta/I1415.fa
I5441,BABI,Bronze Age,Great Britain,M,-1938,-1744,H1+16239,50.426082611083984,-3.5805370807647705,/static_md5/data/fasta/I5441.fa
I0014,HGN,Mesolithic,Sweden,F,-5877,-5629,U5a2d,58.540000915527344,15.050000190734863,/static_md5/data/fasta/I0014.fa
I5663,BBC,Copper Age,Germany,M,-2500,-2000,U5a2+16294,48.840999603271484,12.75,/static_md5/data/fasta/I5663.fa
I0551,SMC,Neolithic,Germany,M,-3400,-3025,U3a1,51.529998779296875,11.829999923706055,/static_md5/data/fasta/I0551.fa
I1295,NEBA,Neolithic,Bulgaria,M,-5800,-5400,J1c,43.97999954223633,26.399999618530273,/static_md5/data/fasta/I1295.fa
I2461,BABI,Bronze Age,Great Britain,F,-2500,-2140,H5c,51.130001068115234,-1.690000057220459,/static_md5/data/fasta/I2461.fa
I8570,BAIB,Bronze Age,Spain,M,-1800,-1000,J1c3,40.13909912109375,0.10540000349283218,/static_md5/data/fasta/I8570.fa
I0559,BAC,Neolithic,Germany,M,-3654,-3527,HV,51.790000915527344,11.140000343322754,/static_md5/data/fasta/I0559.fa
I1296,NEBA,Neolithic,Bulgaria,M,-5800,-5400,U5a2,43.97999954223633,26.399999618530273,/static_md5/data/fasta/I1296.fa
I2637,NEBI,Neolithic,Great Britain,M,-3629,-3370,K1b1a1,59.349998474121094,-2.872999906539917,/static_md5/data/fasta/I2637.fa
I2618,BABI,Bronze Age,Great Britain,M,-2134,-1950,H1bs,55.05799865722656,-2.1470000743865967,/static_md5/data/fasta/I2618.fa
I0103,CWC,Neolithic,Germany,F,-2578,-2468,W6a,51.41999816894531,11.680000305175781,/static_md5/data/fasta/I0103.fa
I2216,NEBA,Neolithic,Bulgaria,F,-5800,-5400,J2b1,43.97999954223633,26.399999618530273,/static_md5/data/fasta/I2216.fa
I5377,BABI,Bronze Age,Great Britain,M,-1894,-1694,T2b,51.471195220947266,-0.2664079964160919,/static_md5/data/fasta/I5377.fa
I5383,BABI,Bronze Age,Great Britain,F,-1090,-900,J1c5f,54.15510559082031,-2.4720489978790283,/static_md5/data/fasta/I5383.fa
I7639,BABI,Bronze Age,Great Britain,F,-2031,-1665,U5a1,52.276939392089844,0.461901992559433,/static_md5/data/fasta/I7639.fa
I3879,NEBA,Neolithic,Bulgaria,M,-5800,-5400,H,43.97999954223633,26.399999618530273,/static_md5/data/fasta/I3879.fa
DA134,IAST,Iron Age,Russia,M,0,100,I1,47.29344940185547,39.54597854614258,/static_md5/data/fasta/DA134.fa
I2639,BABI,Bronze Age,Great Britain,F,-1600,-1430,T2e1a,51.15999984741211,-1.7699999809265137,/static_md5/data/fasta/I2639.fa
I2796,NEBI,Neolithic,Great Britain,M,-3705,-3535,H3,59.31010055541992,-2.9407150745391846,/static_md5/data/fasta/I2796.fa
I7570,BABI,Bronze Age,Great Britain,M,-1735,-1531,T2b4+152,52.6963005065918,-0.3400000035762787,/static_md5/data/fasta/I7570.fa
RISE61,NESC,Neolithic,Denmark,M,-2851,-2492,J1c4,55.70000076293945,11.859999656677246,
Rev5,NEGr,Neolithic,Greece,F,-6438,-6264,X2b,40.31999969482422,22.579999923706055,/static_md5/data/fasta/Rev5.fa
I8571,BAIB,Bronze Age,Spain,M,-1800,-1000,K1a2c,40.13909912109375,0.10540000349283218,/static_md5/data/fasta/I8571.fa
I5656,BBC,Copper Age,Germany,U,-2500,-2000,T2g2,48.840999603271484,12.75,/static_md5/data/fasta/I5656.fa
I7575,BABI,Bronze Age,Great Britain,M,-1263,-1043,U5a1d1,52.12240219116211,-0.5113649964332581,/static_md5/data/fasta/I7575.fa
I7577,BABI,Bronze Age,Great Britain,M,-1386,-1123,U5a1a1,52.12240219116211,-0.5113649964332581,/static_md5/data/fasta/I7577.fa
I3708,NEGr,Neolithic,Greece,F,-5500,-3700,T1a,36.63999938964844,22.3799991607666,/static_md5/data/fasta/I3708.fa
I1701,PPNE,Neolithic,Jordan,F,-7750,-7569,K1a18,31.989999771118164,35.97999954223633,/static_md5/data/fasta/I1701.fa
I3709,NEGr,Neolithic,Greece,F,-3990,-3804,K1b1a,36.63999938964844,22.3799991607666,/static_md5/data/fasta/I3709.fa
I3920,NEGr,Neolithic,Greece,F,-3933,-3706,H,36.63999938964844,22.3799991607666,/static_md5/data/fasta/I3920.fa
DA136,IAST,Iron Age,Russia,M,0,100,A+152+16362,47.2842903137207,39.5333137512207,
I7580,BABI,Bronze Age,Great Britain,F,-1256,-1018,U5b2a1a,52.12240219116211,-0.5113649964332581,/static_md5/data/fasta/I7580.fa
RISE392,BARu,Bronze Age,Russia,M,-2126,-1896,J2b1a2a,53.880001068115234,59.08000183105469,/static_md5/data/fasta/RISE392.fa
I3604,BBC,Copper Age,Germany,M,-2350,-2250,HV9,48.66389846801758,13.073599815368652,/static_md5/data/fasta/I3604.fa
I2318,NEGr,Neolithic,Greece,F,-4043,-3947,H2,37.41999816894531,23.1299991607666,/static_md5/data/fasta/I2318.fa
I1926,TRP,Neolithic,Ukraine,M,-3931,-3640,H5a,48.470001220703125,25.530000686645508,/static_md5/data/fasta/I1926.fa
RISE577,UNC,Bronze Age,Czech Republic,F,-2300,-1800,T2b,50.15999984741211,14.3100004196167,/static_md5/data/fasta/RISE577.fa
I5401,HGS,Mesolithic,Serbia,M,-7076,-6699,U5a1,44.63999938964844,22.299999237060547,/static_md5/data/fasta/I5401.fa
I7626,BABI,Bronze Age,Great Britain,F,-1395,-1130,T2b,52.12240219116211,-0.5113649964332581,/static_md5/data/fasta/I7626.fa
I2111,TRP,Neolithic,Ukraine,M,-3758,-3636,HV,48.470001220703125,25.530000686645508,/static_md5/data/fasta/I2111.fa
RISE349,BAHu,Bronze Age,Hungary,F,-2034,-1784,T2b3,46.36000061035156,20.989999771118164,/static_md5/data/fasta/RISE349.fa
I6561,NEUk,Neolithic,Ukraine,M,-4045,-3974,H2a1a,49.709999084472656,37.58000183105469,/static_md5/data/fasta/I6561.fa
I0048,LBK,Neolithic,Germany,M,-5210,-5002,K1a26,51.900001525878906,11.050000190734863,/static_md5/data/fasta/I0048.fa
I7627,BABI,Bronze Age,Great Britain,F,-1410,-1222,U4a2,52.12240219116211,-0.5113649964332581,/static_md5/data/fasta/I7627.fa
I5882,NEUk,Neolithic,Ukraine,F,-3264,-2929,U5a2a,48.90999984741211,33.7599983215332,/static_md5/data/fasta/I5882.fa
I5523,BBC,Copper Age,Germany,F,-2500,-2000,K1b1a1+199,48.66299819946289,12.706999778747559,/static_md5/data/fasta/I5523.fa
I5019,BBC,Copper Age,Germany,F,-2500,-2000,K1b1a1,48.66389846801758,13.073599815368652,/static_md5/data/fasta/I5019.fa
I7628,BABI,Bronze Age,Great Britain,M,-1208,-978,T1a1,52.12240219116211,-0.5113649964332581,/static_md5/data/fasta/I7628.fa
I5884,NEUk,Neolithic,Ukraine,M,-2890,-2696,U5a2b,48.90999984741211,33.7599983215332,/static_md5/data/fasta/I5884.fa
I12208,BAIB,Bronze Age,Spain,F,-1368,-1211,K1a1b1,41.45840072631836,-5.287199974060059,/static_md5/data/fasta/I12208.fa
I7579,BABI,Bronze Age,Great Britain,F,-1496,-1300,U5b2a1a,52.12240219116211,-0.5113649964332581,/static_md5/data/fasta/I7579.fa
I5885,NEUk,Neolithic,Ukraine,F,-6392,-5927,U5b2b,48.90999984741211,33.7599983215332,/static_md5/data/fasta/I5885.fa
I3082,BABI,Bronze Age,Great Britain,M,-1498,-1394,H1an1a,50.91920471191406,-2.0154409408569336,/static_md5/data/fasta/I3082.fa
DA141,IAST,Iron Age,Russia,M,0,100,A+152+16362,47.2842903137207,39.5333137512207,/static_md5/data/fasta/DA141.fa
I1733,HGE,Mesolithic,Ukraine,F,-9000,-7500,U4b,48.29999923706055,35.13999938964844,/static_md5/data/fasta/I1733.fa
I5524,BBC,Copper Age,Germany,F,-2500,-2000,H72,48.66299819946289,12.706999778747559,/static_md5/data/fasta/I5524.fa
I7574,BABI,Bronze Age,Great Britain,F,-1406,-1230,H1a3,52.17839050292969,0.12254399806261063,/static_md5/data/fasta/I7574.fa
I1734,HGE,Mesolithic,Ukraine,M,-7446,-7058,U5b2,48.29999923706055,35.13999938964844,/static_md5/data/fasta/I1734.fa
MA1,HGE,Upper Paleolithic,Russia,M,-22570,-22140,None,52.900001525878906,103.5,/static_md5/data/fasta/MA1.fa
I4305,MLN,Neolithic,France,F,-4825,-4616,T2b3+151,43.457000732421875,5.86299991607666,/static_md5/data/fasta/I4305.fa
I4308,MLN,Neolithic,France,F,-3501,-3112,U3a1,43.34000015258789,5.059999942779541,/static_md5/data/fasta/I4308.fa
I1737,HGE,Mesolithic,Ukraine,F,-8540,-8301,U5a2,48.29999923706055,35.13999938964844,/static_md5/data/fasta/I1737.fa
I3717,NEUk,Neolithic,Ukraine,M,-5460,-5218,U5a2a,48.90999984741211,33.7599983215332,/static_md5/data/fasta/I3717.fa
RISE374,BAHu,Bronze Age,Hungary,M,-1866,-1619,T2b,46.220001220703125,20.200000762939453,/static_md5/data/fasta/RISE374.fa
I5526,BBC,Copper Age,Germany,F,-2500,-2000,H72,48.66299819946289,12.706999778747559,/static_md5/data/fasta/I5526.fa
I7571,BABI,Bronze Age,Great Britain,M,-1448,-1259,J1c1,52.34000015258789,0.029999999329447746,/static_md5/data/fasta/I7571.fa
I1709,PPNE,Neolithic,Jordan,M,-8300,-7900,U8b1a,31.989999771118164,35.97999954223633,/static_md5/data/fasta/I1709.fa
I3718,NEUk,Neolithic,Ukraine,M,-5345,-5215,U5a1b,48.90999984741211,33.7599983215332,/static_md5/data/fasta/I3718.fa
I0013,HGN,Mesolithic,Sweden,M,-5964,-5638,U5a1,58.540000915527344,15.050000190734863,/static_md5/data/fasta/I0013.fa
I4081,HGS,Mesolithic,Romania,M,-7580,-7190,H13,44.52000045776367,22.719999313354492,/static_md5/data/fasta/I4081.fa
I7572,BABI,Bronze Age,Great Britain,M,-1510,-1302,H13a1a,52.34000015258789,0.029999999329447746,/static_md5/data/fasta/I7572.fa
I5020,BBC,Copper Age,Germany,F,-2457,-2205,H2a1e,48.66299819946289,12.706999778747559,/static_md5/data/fasta/I5020.fa
I0518,NEBI,Neolithic,Great Britain,M,-3360,-3100,K1a3a1,52.217254638671875,-0.9402166604995728,/static_md5/data/fasta/I0518.fa
I5037,EBACz,Bronze Age,Czech Republic,M,-2300,-1900,K1a+150,48.801944732666016,17.023332595825195,/static_md5/data/fasta/I5037.fa
DA142,MAST,Middle Ages,Russia,M,0,100,J1c5a1,47.28239440917969,39.54103469848633,/static_md5/data/fasta/DA142.fa
I12209,BAIB,Bronze Age,Spain,M,-1368,-1211,H1ah,41.45840072631836,-5.287199974060059,/static_md5/data/fasta/I12209.fa
I4111,NEUk,Neolithic,Ukraine,F,-4722,-4548,U4d,48.90999984741211,33.7599983215332,/static_md5/data/fasta/I4111.fa
I5044,EBACz,Bronze Age,Czech Republic,F,-2300,-1900,K1b1a,48.801944732666016,17.023332595825195,/static_md5/data/fasta/I5044.fa
I0519,NEBI,Neolithic,Great Britain,M,-3360,-3100,X2b+226,52.217254638671875,-0.9402166604995728,/static_md5/data/fasta/I0519.fa
I4114,NEUk,Neolithic,Ukraine,M,-5473,-5329,U5a1,48.90999984741211,33.7599983215332,/static_md5/data/fasta/I4114.fa
I5875,NEUk,Neolithic,Ukraine,M,-5291,-5060,U4a1,48.90999984741211,33.7599983215332,/static_md5/data/fasta/I5875.fa
I3068,NEBI,Neolithic,Great Britain,M,-3692,-3522,T2c1d1,53.079803466796875,-1.6409419775009155,/static_md5/data/fasta/I3068.fa
I5883,NEUk,Neolithic,Ukraine,M,-5208,-5003,U4a,48.90999984741211,33.7599983215332,/static_md5/data/fasta/I5883.fa
I4582,HGS,Mesolithic,Romania,F,-7021,-6473,K1,44.52000045776367,22.719999313354492,/static_md5/data/fasta/I4582.fa
I0432,BARu,Bronze Age,Russia,M,-2925,-2491,U5a1c,53.65999984741211,50.66999816894531,/static_md5/data/fasta/I0432.fa
I5116,CAHu,Copper Age,Hungary,F,-3400,-3000,W,47.80989074707031,20.889266967773438,/static_md5/data/fasta/I5116.fa
I2605,NEBI,Neolithic,Great Britain,F,-3631,-2944,J1c6,51.49274826049805,-0.6654019951820374,/static_md5/data/fasta/I2605.fa
I5890,NEUk,Neolithic,Ukraine,M,-5286,-5062,U5a1b,48.90999984741211,33.7599983215332,/static_md5/data/fasta/I5890.fa
DA143,IAST,Iron Age,Russia,F,0,100,U4b1a4,47.29225540161133,39.54307556152344,/static_md5/data/fasta/DA143.fa
I5891,NEUk,Neolithic,Ukraine,M,-5465,-5310,U4d,48.90999984741211,33.7599983215332,/static_md5/data/fasta/I5891.fa
I5892,NEUk,Neolithic,Ukraine,M,-5301,-4982,U4a1,48.90999984741211,33.7599983215332,/static_md5/data/fasta/I5892.fa
I5118,CAHu,Copper Age,Hungary,M,-3400,-3000,H+16129,47.80989074707031,20.889266967773438,/static_md5/data/fasta/I5118.fa
I2606,NEBI,Neolithic,Great Britain,M,-3330,-2900,K1a+195,51.49274826049805,-0.6654019951820374,/static_md5/data/fasta/I2606.fa
I0433,YAM,Bronze Age,Russia,M,-5200,-4000,U5a1i,52.220001220703125,48.099998474121094,/static_md5/data/fasta/I0433.fa
E09538,BBC,Copper Age,Germany,M,-2464,-2210,J1c,48.31999969482422,10.890000343322754,
I6751,NEBI,Neolithic,Great Britain,F,-3755,-3660,U5b1+16189+@16192,51.052799224853516,-1.4337999820709229,/static_md5/data/fasta/I6751.fa
I6759,NEBI,Neolithic,Great Britain,M,-3650,-3522,J1c1,54.074440002441406,-2.2872841358184814,/static_md5/data/fasta/I6759.fa
I2472,BAIB,Bronze Age,Spain,M,-1605,-1425,K1a+195,42.56999969482422,-2.619999885559082,/static_md5/data/fasta/I2472.fa
I5893,NEUk,Neolithic,Ukraine,M,-5374,-5226,U5a2a,48.90999984741211,33.7599983215332,/static_md5/data/fasta/I5893.fa
I6762,NEBI,Neolithic,Great Britain,M,-4000,-3300,K1a1b1,51.56105041503906,-1.4459229707717896,/static_md5/data/fasta/I6762.fa
E09569,BBC,Copper Age,Germany,M,-2396,-2148,J1c2,48.31999969482422,10.890000343322754,
I1736,NEUk,Neolithic,Ukraine,F,-6248,-6070,U5b2b1,48.29999923706055,35.13999938964844,/static_md5/data/fasta/I1736.fa
I6761,NEBI,Neolithic,Great Britain,F,-3650,-3400,K1a+195,50.8289794921875,-0.11282499879598618,/static_md5/data/fasta/I6761.fa
I5515,BABI,Bronze Age,Great Britain,M,-2034,-1775,H3+16311,56.0620002746582,-3.419178009033203,/static_md5/data/fasta/I5515.fa
I3713,NEUk,Neolithic,Ukraine,M,-5190,-4911,U4b1a,47.95000076293945,35.38999938964844,/static_md5/data/fasta/I3713.fa
I7042,BAHu,Bronze Age,Hungary,M,-2500,-2200,H,47.429954528808594,19.051965713500977,/static_md5/data/fasta/I7042.fa
I3715,NEUk,Neolithic,Ukraine,M,-5636,-5521,U2e1,47.95000076293945,35.38999938964844,/static_md5/data/fasta/I3715.fa
I1679,PPNE,Neolithic,Jordan,F,-6900,-6800,R,31.989999771118164,35.97999954223633,/static_md5/data/fasta/I1679.fa
I5868,NEUk,Neolithic,Ukraine,M,-5467,-5315,U4d,47.95000076293945,35.38999938964844,/static_md5/data/fasta/I5868.fa
I5473,BABI,Bronze Age,Great Britain,M,-2400,-2100,U5b,55.621273040771484,-3.619658946990967,/static_md5/data/fasta/I5473.fa
I6482,BBC,Copper Age,Germany,F,-2500,-2000,U4d2,48.70591354370117,11.325374603271484,/static_md5/data/fasta/I6482.fa
I0358,SRU,Bronze Age,Russia,F,-1906,-1631,H6a1a,53.029998779296875,50.38999938964844,/static_md5/data/fasta/I0358.fa
I6133,NEUk,Neolithic,Ukraine,F,-6500,-4000,U5b2a1a,47.95000076293945,35.38999938964844,/static_md5/data/fasta/I6133.fa
I1732,NEUk,Neolithic,Ukraine,F,-5364,-5213,U4b,48.29999923706055,35.13999938964844,/static_md5/data/fasta/I1732.fa
I5516,BABI,Bronze Age,Great Britain,M,-1866,-1615,T2a1b1a1b,56.192657470703125,-4.05770206451416,/static_md5/data/fasta/I5516.fa
I1738,NEUk,Neolithic,Ukraine,M,-5473,-5326,U5a2,48.29999923706055,35.13999938964844,/static_md5/data/fasta/I1738.fa
DA144,IAST,Iron Age,Russia,M,0,100,H28,47.29344940185547,39.54597854614258,/static_md5/data/fasta/DA144.fa
I6481,BBC,Copper Age,Germany,M,-2500,-2000,U5a1a1,48.70591354370117,11.325374603271484,/static_md5/data/fasta/I6481.fa
I2470,BAIB,Bronze Age,Spain,M,-1411,-1231,J2a1a1,42.56999969482422,-2.619999885559082,/static_md5/data/fasta/I2470.fa
I5530,BBC,Copper Age,Germany,M,-2500,-2000,K1b1a1,48.70591354370117,11.325374603271484,/static_md5/data/fasta/I5530.fa
I2567,BABI,Bronze Age,Great Britain,M,-2275,-1884,U4a1a,55.970001220703125,-2.444000005722046,/static_md5/data/fasta/I2567.fa
I1407,CACA,Copper Age,Armenia,M,-4350,-3500,H,39.72999954223633,45.20000076293945,/static_md5/data/fasta/I1407.fa
I7203,UNC,Bronze Age,Czech Republic,M,-2200,-1700,H1,50.0504150390625,14.366726875305176,/static_md5/data/fasta/I7203.fa
I0047,UNC,Bronze Age,Germany,F,-2111,-1891,V9,51.900001525878906,11.050000190734863,/static_md5/data/fasta/I0047.fa
I2569,BABI,Bronze Age,Great Britain,M,-2139,-1915,K1a3a,55.9900016784668,-2.5369999408721924,/static_md5/data/fasta/I2569.fa
ANI160,CABA,Copper Age,Bulgaria,M,-4685,-4499,H1ag,43.209999084472656,27.860000610351562,/static_md5/data/fasta/ANI160.fa
ANI163,CABA,Copper Age,Bulgaria,F,-4711,-4542,H7a1,43.209999084472656,27.860000610351562,/static_md5/data/fasta/ANI163.fa
DA145,IAST,Iron Age,Russia,M,0,100,U2e1h,47.28239440917969,39.54103469848633,/static_md5/data/fasta/DA145.fa
I5469,BABI,Bronze Age,Great Britain,F,-1642,-1503,H5'36,55.97407531738281,-3.1760730743408203,/static_md5/data/fasta/I5469.fa
RISE154,UNC,Bronze Age,Poland,F,-1925,-1765,K1a4a1,50.95000076293945,16.940000534057617,/static_md5/data/fasta/RISE154.fa
I2860,BABI,Bronze Age,Great Britain,M,-969,-815,H5a1,57.72100067138672,-3.3880999088287354,/static_md5/data/fasta/I2860.fa
I10892,MAIB,Middle Ages,Spain,F,770,1200,H1e1a3,42.05070114135742,2.867000102996826,/static_md5/data/fasta/I10892.fa
I1409,CACA,Copper Age,Armenia,F,-4229,-3985,U4a,39.72999954223633,45.20000076293945,/static_md5/data/fasta/I1409.fa
LICOL1,LONG,Middle Ages,Italy,U,570,800,None,45.078880310058594,7.566359996795654,
I2859,BABI,Bronze Age,Great Britain,M,-910,-809,K1a2c,57.720001220703125,-3.388000011444092,/static_md5/data/fasta/I2859.fa
RISE480,BAHu,Bronze Age,Hungary,F,-1700,-1500,U5a2a,47.34000015258789,18.899999618530273,/static_md5/data/fasta/RISE480.fa
Villabruna,HGS,Epigravettian,Italy,M,-12230,-11830,U5b2b,46.150001525878906,12.210000038146973,/static_md5/data/fasta/Villabruna.fa
DA146,IACA,Iron Age,Russia,F,300,1400,HV2a1,42.8617057800293,44.18510818481445,/static_md5/data/fasta/DA146.fa
I3130,BABI,Bronze Age,Great Britain,F,-977,-829,U5a1c,57.720001220703125,-3.388000011444092,/static_md5/data/fasta/I3130.fa
I2364,BBC,Copper Age,Hungary,M,-2468,-2063,U5a2b,47.599159240722656,19.0545597076416,/static_md5/data/fasta/I2364.fa
I3499,CABA,Copper Age,Croatia,M,-2884,-2666,T2e,45.7599983215332,18.56999969482422,/static_md5/data/fasta/I3499.fa
I3528,BBC,Copper Age,Hungary,M,-2559,-2301,HV4a1+16291,47.620941162109375,19.044940948486328,/static_md5/data/fasta/I3528.fa
I0634,NEBA,Neolithic,Serbia,M,-4710,-4504,K1a4,44.900001525878906,19.75,/static_md5/data/fasta/I0634.fa
I2792,CABA,Copper Age,Croatia,M,-2872,-2582,T2c2,45.34000015258789,19.059999465942383,/static_md5/data/fasta/I2792.fa
I4175,CABA,Copper Age,Croatia,F,-3000,-2700,U4a,45.34000015258789,19.059999465942383,/static_md5/data/fasta/I4175.fa
I10895,MAIB,Middle Ages,Spain,M,777,981,H1ap1,42.05070114135742,2.867000102996826,/static_md5/data/fasta/I10895.fa
I2656,BABI,Bronze Age,Great Britain,M,-1278,-979,H2a2a2,55.970001220703125,-2.8959999084472656,/static_md5/data/fasta/I2656.fa
BerryAuBac1,HGW,Mesolithic,France,M,-5370,-5220,U5b1a,49.2400016784668,3.5399999618530273,/static_md5/data/fasta/BerryAuBac1.fa
I1875,HGS,Mesolithic,Croatia,F,-7308,-7027,U5b2b,42.970001220703125,16.709999084472656,/static_md5/data/fasta/I1875.fa
DA160,IACA,Iron Age,Russia,F,300,1400,U4d3,42.8617057800293,44.18510818481445,/static_md5/data/fasta/DA160.fa
I5376,BBC,Bronze Age,Great Britain,F,-2454,-2141,H6a1b,51.47417449951172,-0.3098979890346527,/static_md5/data/fasta/I5376.fa
