name,group,epoch,country,sex,year_from,year_to,haplogroup,fasta_url
I5207,LBK,Neolithic,Austria,M,-5500,-4500,H67,/static_md5/data/fasta/I5207.fa
DA125,IAST,Iron Age,Kazakhstan,M,140,160,U2e2a1,/static_md5/data/fasta/DA125.fa
RISE507,BARu,Bronze Age,Russia,F,-3322,-2923,U5a1a1,/static_md5/data/fasta/RISE507.fa
I3596,BBC,Copper Age,Germany,M,-2300,-2150,H+16129,/static_md5/data/fasta/I3596.fa
I6590,BBC,Copper Age,Germany,F,-2500,-2000,X2c1,/static_md5/data/fasta/I6590.fa
I5208,LBK,Neolithic,Austria,F,-5500,-4500,K1b1a,/static_md5/data/fasta/I5208.fa
I5834,BBC,Copper Age,Germany,F,-2500,-2000,W5,/static_md5/data/fasta/I5834.fa
I5373,BABI,Bronze Age,Great Britain,M,-2194,-1980,X2b+226,/static_md5/data/fasta/I5373.fa
I1496,LBK,Neolithic,Hungary,M,-5211,-4992,K1a3a3,/static_md5/data/fasta/I1496.fa
I1707,PPNE,Neolithic,Jordan,M,-7722,-7541,R0a,/static_md5/data/fasta/I1707.fa
RISE508,BARu,Bronze Age,Russia,F,-3331,-2935,U5a1a1,/static_md5/data/fasta/RISE508.fa
I2601,BABI,Bronze Age,Great Britain,F,-1955,-1750,U5a1b1a,/static_md5/data/fasta/I2601.fa
I0708,NENE,Neolithic,Turkey,M,-6500,-6200,N1b1a,/static_md5/data/fasta/I0708.fa
DA126,MAKa,Middle Ages,Kazakhstan,M,901,920,F2c1,/static_md5/data/fasta/DA126.fa
I3607,BBC,Copper Age,Germany,M,-2350,-2250,W3a1,/static_md5/data/fasta/I3607.fa
I1710,PPNE,Neolithic,Jordan,M,-7733,-7526,T1a2,/static_md5/data/fasta/I1710.fa
I0746,NENE,Neolithic,Turkey,M,-6067,-5892,K1a or K1a1,/static_md5/data/fasta/I0746.fa
I2602,BABI,Bronze Age,Great Britain,M,-1892,-1699,U5b2b,/static_md5/data/fasta/I2602.fa
I2463,BABI,Bronze Age,Great Britain,F,-1925,-1700,J1c3+189,/static_md5/data/fasta/I2463.fa
I1495,LDN,Neolithic,Hungary,M,-4491,-4357,N1a1a1a,/static_md5/data/fasta/I1495.fa
I4914,HGS,Mesolithic,Serbia,M,-6355,-5990,U5a1c1,/static_md5/data/fasta/I4914.fa
I2462,BABI,Bronze Age,Great Britain,F,-2128,-1891,U5a1d2a,/static_md5/data/fasta/I2462.fa
I4665,HGS,Mesolithic,Serbia,F,-6205,-5907,J2b1,/static_md5/data/fasta/I4665.fa
I1099,NENE,Neolithic,Turkey,M,-6500,-6200,T2b,/static_md5/data/fasta/I1099.fa
I4666,HGS,Mesolithic,Serbia,M,-6222,-5912,H40,/static_md5/data/fasta/I4666.fa
I2612,BABI,Bronze Age,Great Britain,F,-2464,-2208,U5b2b2,/static_md5/data/fasta/I2612.fa
I1102,NENE,Neolithic,Turkey,M,-6500,-6200,K1a3a,/static_md5/data/fasta/I1102.fa
I1704,PPNE,Neolithic,Jordan,F,-7446,-7058,T,/static_md5/data/fasta/I1704.fa
I5405,HGS,Mesolithic,Serbia,F,-5836,-5632,HV,/static_md5/data/fasta/I5405.fa
I5658,BBC,Copper Age,Germany,F,-2500,-2000,T2b+152,/static_md5/data/fasta/I5658.fa
I1416,PPNE,Neolithic,Jordan,M,-8300,-7900,None,
I1581,NENE,Neolithic,Turkey,F,-6500,-6200,U3,/static_md5/data/fasta/I1581.fa
I12650,MAIB,Middle Ages,Spain,M,1100,1300,H1e1a,/static_md5/data/fasta/I12650.fa
DA127,IAKa,Iron Age,Kazakhstan,M,252,304,D4b1a2a1,/static_md5/data/fasta/DA127.fa
I2421,BABI,Bronze Age,Great Britain,M,-1930,-1759,U5a1a2a,/static_md5/data/fasta/I2421.fa
I0723,NENE,Neolithic,Turkey,M,-6400,-5600,X2m2,/static_md5/data/fasta/I0723.fa
I2609,BABI,Bronze Age,Great Britain,F,-2022,-1771,K2a,/static_md5/data/fasta/I2609.fa
I2037,LBK,Neolithic,Germany,M,-5210,-5002,H1e,/static_md5/data/fasta/I2037.fa
I7497,MAIB,Middle Ages,Spain,F,1000,1100,H20a,/static_md5/data/fasta/I7497.fa
I7630,BABI,Bronze Age,Great Britain,M,-1879,-1691,U5a,/static_md5/data/fasta/I7630.fa
I7499,MAIB,Middle Ages,Spain,F,1000,1100,H5,/static_md5/data/fasta/I7499.fa
I1727,PPNE,Neolithic,Jordan,M,-8300,-7900,T1a2,/static_md5/data/fasta/I1727.fa
DA128,MAKa,Middle Ages,Kazakhstan,F,1230,1230,D4o2a,/static_md5/data/fasta/DA128.fa
DA130,IAKa,Iron Age,Kazakhstan,M,-357,-284,G2a1,/static_md5/data/fasta/DA130.fa
I5661,BBC,Copper Age,Germany,M,-2500,-2000,K1b1b1,/static_md5/data/fasta/I5661.fa
I1109,NEBA,Neolithic,Bulgaria,F,-5800,-5400,J2b1,/static_md5/data/fasta/I1109.fa
I1415,PPNE,Neolithic,Jordan,M,-8197,-7653,T1a2,/static_md5/data/fasta/I1415.fa
I5441,BABI,Bronze Age,Great Britain,M,-1938,-1744,H1+16239,/static_md5/data/fasta/I5441.fa
I0014,HGN,Mesolithic,Sweden,F,-5877,-5629,U5a2d,/static_md5/data/fasta/I0014.fa
I5663,BBC,Copper Age,Germany,M,-2500,-2000,U5a2+16294,/static_md5/data/fasta/I5663.fa
I0551,SMC,Neolithic,Germany,M,-3400,-3025,U3a1,/static_md5/data/fasta/I0551.fa
I1295,NEBA,Neolithic,Bulgaria,M,-5800,-5400,J1c,/static_md5/data/fasta/I1295.fa
I2461,BABI,Bronze Age,Great Britain,F,-2500,-2140,H5c,/static_md5/data/fasta/I2461.fa
I8570,BAIB,Bronze Age,Spain,M,-1800,-1000,J1c3,/static_md5/data/fasta/I8570.fa
I0559,BAC,Neolithic,Germany,M,-3654,-3527,HV,/static_md5/data/fasta/I0559.fa
I1296,NEBA,Neolithic,Bulgaria,M,-5800,-5400,U5a2,/static_md5/data/fasta/I1296.fa
I2637,NEBI,Neolithic,Great Britain,M,-3629,-3370,K1b1a1,/static_md5/data/fasta/I2637.fa
I2618,BABI,Bronze Age,Great Britain,M,-2134,-1950,H1bs,/static_md5/data/fasta/I2618.fa
I0103,CWC,Neolithic,Germany,F,-2578,-2468,W6a,/static_md5/data/fasta/I0103.fa
I2216,NEBA,Neolithic,Bulgaria,F,-5800,-5400,J2b1,/static_md5/data/fasta/I2216.fa
I5377,BABI,Bronze Age,Great Britain,M,-1894,-1694,T2b,/static_md5/data/fasta/I5377.fa
I5383,BABI,Bronze Age,Great Britain,F,-1090,-900,J1c5f,/static_md5/data/fasta/I5383.fa
I7639,BABI,Bronze Age,Great Britain,F,-2031,-1665,U5a1,/static_md5/data/fasta/I7639.fa
I3879,NEBA,Neolithic,Bulgaria,M,-5800,-5400,H,/static_md5/data/fasta/I3879.fa
DA134,IAST,Iron Age,Russia,M,0,100,I1,/static_md5/data/fasta/DA134.fa
I2639,BABI,Bronze Age,Great Britain,F,-1600,-1430,T2e1a,/static_md5/data/fasta/I2639.fa
I2796,NEBI,Neolithic,Great Britain,M,-3705,-3535,H3,/static_md5/data/fasta/I2796.fa
I7570,BABI,Bronze Age,Great Britain,M,-1735,-1531,T2b4+152,/static_md5/data/fasta/I7570.fa
RISE61,NESC,Neolithic,Denmark,M,-2851,-2492,J1c4,
Rev5,NEGr,Neolithic,Greece,F,-6438,-6264,X2b,/static_md5/data/fasta/Rev5.fa
I8571,BAIB,Bronze Age,Spain,M,-1800,-1000,K1a2c,/static_md5/data/fasta/I8571.fa
I5656,BBC,Copper Age,Germany,U,-2500,-2000,T2g2,/static_md5/data/fasta/I5656.fa
I7575,BABI,Bronze Age,Great Britain,M,-1263,-1043,U5a1d1,/static_md5/data/fasta/I7575.fa
I7577,BABI,Bronze Age,Great Britain,M,-1386,-1123,U5a1a1,/static_md5/data/fasta/I7577.fa
I3708,NEGr,Neolithic,Greece,F,-5500,-3700,T1a,/static_md5/data/fasta/I3708.fa
I1701,PPNE,Neolithic,Jordan,F,-7750,-7569,K1a18,/static_md5/data/fasta/I1701.fa
I3709,NEGr,Neolithic,Greece,F,-3990,-3804,K1b1a,/static_md5/data/fasta/I3709.fa
I3920,NEGr,Neolithic,Greece,F,-3933,-3706,H,/static_md5/data/fasta/I3920.fa
DA136,IAST,Iron Age,Russia,M,0,100,A+152+16362,
I7580,BABI,Bronze Age,Great Britain,F,-1256,-1018,U5b2a1a,/static_md5/data/fasta/I7580.fa
RISE392,BARu,Bronze Age,Russia,M,-2126,-1896,J2b1a2a,/static_md5/data/fasta/RISE392.fa
I3604,BBC,Copper Age,Germany,M,-2350,-2250,HV9,/static_md5/data/fasta/I3604.fa
I2318,NEGr,Neolithic,Greece,F,-4043,-3947,H2,/static_md5/data/fasta/I2318.fa
I1926,TRP,Neolithic,Ukraine,M,-3931,-3640,H5a,/static_md5/data/fasta/I1926.fa
RISE577,UNC,Bronze Age,Czech Republic,F,-2300,-1800,T2b,/static_md5/data/fasta/RISE577.fa
I5401,HGS,Mesolithic,Serbia,M,-7076,-6699,U5a1,/static_md5/data/fasta/I5401.fa
I7626,BABI,Bronze Age,Great Britain,F,-1395,-1130,T2b,/static_md5/data/fasta/I7626.fa
I2111,TRP,Neolithic,Ukraine,M,-3758,-3636,HV,/static_md5/data/fasta/I2111.fa
RISE349,BAHu,Bronze Age,Hungary,F,-2034,-1784,T2b3,/static_md5/data/fasta/RISE349.fa
I6561,NEUk,Neolithic,Ukraine,M,-4045,-3974,H2a1a,/static_md5/data/fasta/I6561.fa
I0048,LBK,Neolithic,Germany,M,-5210,-5002,K1a26,/static_md5/data/fasta/I0048.fa
I7627,BABI,Bronze Age,Great Britain,F,-1410,-1222,U4a2,/static_md5/data/fasta/I7627.fa
I5882,NEUk,Neolithic,Ukraine,F,-3264,-2929,U5a2a,/static_md5/data/fasta/I5882.fa
I5523,BBC,Copper Age,Germany,F,-2500,-2000,K1b1a1+199,/static_md5/data/fasta/I5523.fa
I5019,BBC,Copper Age,Germany,F,-2500,-2000,K1b1a1,/static_md5/data/fasta/I5019.fa
I7628,BABI,Bronze Age,Great Britain,M,-1208,-978,T1a1,/static_md5/data/fasta/I7628.fa
I5884,NEUk,Neolithic,Ukraine,M,-2890,-2696,U5a2b,/static_md5/data/fasta/I5884.fa
I12208,BAIB,Bronze Age,Spain,F,-1368,-1211,K1a1b1,/static_md5/data/fasta/I12208.fa
I7579,BABI,Bronze Age,Great Britain,F,-1496,-1300,U5b2a1a,/static_md5/data/fasta/I7579.fa
I5885,NEUk,Neolithic,Ukraine,F,-6392,-5927,U5b2b,/static_md5/data/fasta/I5885.fa
I3082,BABI,Bronze Age,Great Britain,M,-1498,-1394,H1an1a,/static_md5/data/fasta/I3082.fa
DA141,IAST,Iron Age,Russia,M,0,100,A+152+16362,/static_md5/data/fasta/DA141.fa
I1733,HGE,Mesolithic,Ukraine,F,-9000,-7500,U4b,/static_md5/data/fasta/I1733.fa
I5524,BBC,Copper Age,Germany,F,-2500,-2000,H72,/static_md5/data/fasta/I5524.fa
I7574,BABI,Bronze Age,Great Britain,F,-1406,-1230,H1a3,/static_md5/data/fasta/I7574.fa
I1734,HGE,Mesolithic,Ukraine,M,-7446,-7058,U5b2,/static_md5/data/fasta/I1734.fa
MA1,HGE,Upper Paleolithic,Russia,M,-22570,-22140,None,/static_md5/data/fasta/MA1.fa
I4305,MLN,Neolithic,France,F,-4825,-4616,T2b3+151,/static_md5/data/fasta/I4305.fa
I4308,MLN,Neolithic,France,F,-3501,-3112,U3a1,/static_md5/data/fasta/I4308.fa
I1737,HGE,Mesolithic,Ukraine,F,-8540,-8301,U5a2,/static_md5/data/fasta/I1737.fa
I3717,NEUk,Neolithic,Ukraine,M,-5460,-5218,U5a2a,/static_md5/data/fasta/I3717.fa
RISE374,BAHu,Bronze Age,Hungary,M,-1866,-1619,T2b,/static_md5/data/fasta/RISE374.fa
I5526,BBC,Copper Age,Germany,F,-2500,-2000,H72,/static_md5/data/fasta/I5526.fa
I7571,BABI,Bronze Age,Great Britain,M,-1448,-1259,J1c1,/static_md5/data/fasta/I7571.fa
I1709,PPNE,Neolithic,Jordan,M,-8300,-7900,U8b1a,/static_md5/data/fasta/I1709.fa
I3718,NEUk,Neolithic,Ukraine,M,-5345,-5215,U5a1b,/static_md5/data/fasta/I3718.fa
I0013,HGN,Mesolithic,Sweden,M,-5964,-5638,U5a1,/static_md5/data/fasta/I0013.fa
I4081,HGS,Mesolithic,Romania,M,-7580,-7190,H13,/static_md5/data/fasta/I4081.fa
I7572,BABI,Bronze Age,Great Britain,M,-1510,-1302,H13a1a,/static_md5/data/fasta/I7572.fa
I5020,BBC,Copper Age,Germany,F,-2457,-2205,H2a1e,/static_md5/data/fasta/I5020.fa
I0518,NEBI,Neolithic,Great Britain,M,-3360,-3100,K1a3a1,/static_md5/data/fasta/I0518.fa
I5037,EBACz,Bronze Age,Czech Republic,M,-2300,-1900,K1a+150,/static_md5/data/fasta/I5037.fa
DA142,MAST,Middle Ages,Russia,M,0,100,J1c5a1,/static_md5/data/fasta/DA142.fa
I12209,BAIB,Bronze Age,Spain,M,-1368,-1211,H1ah,/static_md5/data/fasta/I12209.fa
I4111,NEUk,Neolithic,Ukraine,F,-4722,-4548,U4d,/static_md5/data/fasta/I4111.fa
I5044,EBACz,Bronze Age,Czech Republic,F,-2300,-1900,K1b1a,/static_md5/data/fasta/I5044.fa
I0519,NEBI,Neolithic,Great Britain,M,-3360,-3100,X2b+226,/static_md5/data/fasta/I0519.fa
I4114,NEUk,Neolithic,Ukraine,M,-5473,-5329,U5a1,/static_md5/data/fasta/I4114.fa
I5875,NEUk,Neolithic,Ukraine,M,-5291,-5060,U4a1,/static_md5/data/fasta/I5875.fa
I3068,NEBI,Neolithic,Great Britain,M,-3692,-3522,T2c1d1,/static_md5/data/fasta/I3068.fa
I5883,NEUk,Neolithic,Ukraine,M,-5208,-5003,U4a,/static_md5/data/fasta/I5883.fa
I4582,HGS,Mesolithic,Romania,F,-7021,-6473,K1,/static_md5/data/fasta/I4582.fa
I0432,BARu,Bronze Age,Russia,M,-2925,-2491,U5a1c,/static_md5/data/fasta/I0432.fa
I5116,CAHu,Copper Age,Hungary,F,-3400,-3000,W,/static_md5/data/fasta/I5116.fa
I2605,NEBI,Neolithic,Great Britain,F,-3631,-2944,J1c6,/static_md5/data/fasta/I2605.fa
I5890,NEUk,Neolithic,Ukraine,M,-5286,-5062,U5a1b,/static_md5/data/fasta/I5890.fa
DA143,IAST,Iron Age,Russia,F,0,100,U4b1a4,/static_md5/data/fasta/DA143.fa
I5891,NEUk,Neolithic,Ukraine,M,-5465,-5310,U4d,/static_md5/data/fasta/I5891.fa
I5892,NEUk,Neolithic,Ukraine,M,-5301,-4982,U4a1,/static_md5/data/fasta/I5892.fa
I5118,CAHu,Copper Age,Hungary,M,-3400,-3000,H+16129,/static_md5/data/fasta/I5118.fa
I2606,NEBI,Neolithic,Great Britain,M,-3330,-2900,K1a+195,/static_md5/data/fasta/I2606.fa
I0433,YAM,Bronze Age,Russia,M,-5200,-4000,U5a1i,/static_md5/data/fasta/I0433.fa
E09538,BBC,Copper Age,Germany,M,-2464,-2210,J1c,
I6751,NEBI,Neolithic,Great Britain,F,-3755,-3660,U5b1+16189+@16192,/static_md5/data/fasta/I6751.fa
I6759,NEBI,Neolithic,Great Britain,M,-3650,-3522,J1c1,/static_md5/data/fasta/I6759.fa
I2472,BAIB,Bronze Age,Spain,M,-1605,-1425,K1a+195,/static_md5/data/fasta/I2472.fa
I5893,NEUk,Neolithic,Ukraine,M,-5374,-5226,U5a2a,/static_md5/data/fasta/I5893.fa
I6762,NEBI,Neolithic,Great Britain,M,-4000,-3300,K1a1b1,/static_md5/data/fasta/I6762.fa
E09569,BBC,Copper Age,Germany,M,-2396,-2148,J1c2,
I1736,NEUk,Neolithic,Ukraine,F,-6248,-6070,U5b2b1,/static_md5/data/fasta/I1736.fa
I6761,NEBI,Neolithic,Great Britain,F,-3650,-3400,K1a+195,/static_md5/data/fasta/I6761.fa
I5515,BABI,Bronze Age,Great Britain,M,-2034,-1775,H3+16311,/static_md5/data/fasta/I5515.fa
I3713,NEUk,Neolithic,Ukraine,M,-5190,-4911,U4b1a,/static_md5/data/fasta/I3713.fa
I7042,BAHu,Bronze Age,Hungary,M,-2500,-2200,H,/static_md5/data/fasta/I7042.fa
I3715,NEUk,Neolithic,Ukraine,M,-5636,-5521,U2e1,/static_md5/data/fasta/I3715.fa
I1679,PPNE,Neolithic,Jordan,F,-6900,-6800,R,/static_md5/data/fasta/I1679.fa
I5868,NEUk,Neolithic,Ukraine,M,-5467,-5315,U4d,/static_md5/data/fasta/I5868.fa
I5473,BABI,Bronze Age,Great Britain,M,-2400,-2100,U5b,/static_md5/data/fasta/I5473.fa
I6482,BBC,Copper Age,Germany,F,-2500,-2000,U4d2,/static_md5/data/fasta/I6482.fa
I0358,SRU,Bronze Age,Russia,F,-1906,-1631,H6a1a,/static_md5/data/fasta/I0358.fa
I6133,NEUk,Neolithic,Ukraine,F,-6500,-4000,U5b2a1a,/static_md5/data/fasta/I6133.fa
I1732,NEUk,Neolithic,Ukraine,F,-5364,-5213,U4b,/static_md5/data/fasta/I1732.fa
I5516,BABI,Bronze Age,Great Britain,M,-1866,-1615,T2a1b1a1b,/static_md5/data/fasta/I5516.fa
I1738,NEUk,Neolithic,Ukraine,M,-5473,-5326,U5a2,/static_md5/data/fasta/I1738.fa
DA144,IAST,Iron Age,Russia,M,0,100,H28,/static_md5/data/fasta/DA144.fa
I6481,BBC,Copper Age,Germany,M,-2500,-2000,U5a1a1,/static_md5/data/fasta/I6481.fa
I2470,BAIB,Bronze Age,Spain,M,-1411,-1231,J2a1a1,/static_md5/data/fasta/I2470.fa
I5530,BBC,Copper Age,Germany,M,-2500,-2000,K1b1a1,/static_md5/data/fasta/I5530.fa
I2567,BABI,Bronze Age,Great Britain,M,-2275,-1884,U4a1a,/static_md5/data/fasta/I2567.fa
I1407,CACA,Copper Age,Armenia,M,-4350,-3500,H,/static_md5/data/fasta/I1407.fa
I7203,UNC,Bronze Age,Czech Republic,M,-2200,-1700,H1,/static_md5/data/fasta/I7203.fa
I0047,UNC,Bronze Age,Germany,F,-2111,-1891,V9,/static_md5/data/fasta/I0047.fa
I2569,BABI,Bronze Age,Great Britain,M,-2139,-1915,K1a3a,/static_md5/data/fasta/I2569.fa
ANI160,CABA,Copper Age,Bulgaria,M,-4685,-4499,H1ag,/static_md5/data/fasta/ANI160.fa
ANI163,CABA,Copper Age,Bulgaria,F,-4711,-4542,H7a1,/static_md5/data/fasta/ANI163.fa
DA145,IAST,Iron Age,Russia,M,0,100,U2e1h,/static_md5/data/fasta/DA145.fa
I5469,BABI,Bronze Age,Great Britain,F,-1642,-1503,H5'36,/static_md5/data/fasta/I5469.fa
RISE154,UNC,Bronze Age,Poland,F,-1925,-1765,K1a4a1,/static_md5/data/fasta/RISE154.fa
I2860,BABI,Bronze Age,Great Britain,M,-969,-815,H5a1,/static_md5/data/fasta/I2860.fa
I10892,MAIB,Middle Ages,Spain,F,770,1200,H1e1a3,/static_md5/data/fasta/I10892.fa
I1409,CACA,Copper Age,Armenia,F,-4229,-3985,U4a,/static_md5/data/fasta/I1409.fa
LICOL1,LONG,Middle Ages,Italy,U,570,800,None,
I2859,BABI,Bronze Age,Great Britain,M,-910,-809,K1a2c,/static_md5/data/fasta/I2859.fa
RISE480,BAHu,Bronze Age,Hungary,F,-1700,-1500,U5a2a,/static_md5/data/fasta/RISE480.fa
Villabruna,HGS,Epigravettian,Italy,M,-12230,-11830,U5b2b,/static_md5/data/fasta/Villabruna.fa
DA146,IACA,Iron Age,Russia,F,300,1400,HV2a1,/static_md5/data/fasta/DA146.fa
I3130,BABI,Bronze Age,Great Britain,F,-977,-829,U5a1c,/static_md5/data/fasta/I3130.fa
I2364,BBC,Copper Age,Hungary,M,-2468,-2063,U5a2b,/static_md5/data/fasta/I2364.fa
I3499,CABA,Copper Age,Croatia,M,-2884,-2666,T2e,/static_md5/data/fasta/I3499.fa
I3528,BBC,Copper Age,Hungary,M,-2559,-2301,HV4a1+16291,/static_md5/data/fasta/I3528.fa
I0634,NEBA,Neolithic,Serbia,M,-4710,-4504,K1a4,/static_md5/data/fasta/I0634.fa
I2792,CABA,Copper Age,Croatia,M,-2872,-2582,T2c2,/static_md5/data/fasta/I2792.fa
I4175,CABA,Copper Age,Croatia,F,-3000,-2700,U4a,/static_md5/data/fasta/I4175.fa
I10895,MAIB,Middle Ages,Spain,M,777,981,H1ap1,/static_md5/data/fasta/I10895.fa
I2656,BABI,Bronze Age,Great Britain,M,-1278,-979,H2a2a2,/static_md5/data/fasta/I2656.fa
BerryAuBac1,HGW,Mesolithic,France,M,-5370,-5220,U5b1a,/static_md5/data/fasta/BerryAuBac1.fa
I1875,HGS,Mesolithic,Croatia,F,-7308,-7027,U5b2b,/static_md5/data/fasta/I1875.fa
DA160,IACA,Iron Age,Russia,F,300,1400,U4d3,/static_md5/data/fasta/DA160.fa
I5376,BBC,Bronze Age,Great Britain,F,-2454,-2141,H6a1b,/static_md5/data/fasta/I5376.fa
I2653,BABI,Bronze Age,Great Britain,M,-1500,-1300,H2a1a,/static_md5/data/fasta/I2653.fa
I2105,YAM,Bronze Age,Ukraine,F,-3300,-2700,T1a1,/static_md5/data/fasta/I2105.fa
DA161,IACA,Iron Age,Russia,M,300,1400,X2f,/static_md5/data/fasta/DA161.fa
I1631,CACA,Copper Age,Armenia,F,-4250,-4050,K1a8,/static_md5/data/fasta/I1631.fa
RISE546,YAM,Bronze Age,Russia,M,-3000,-2400,U5a1d2b,/static_md5/data/fasta/RISE546.fa
I2654,BABI,Bronze Age,Great Britain,F,-1500,-1300,U5b3,/static_md5/data/fasta/I2654.fa
RISE552,YAM,Bronze Age,Russia,M,-2849,-2143,T2a1a,/static_md5/data/fasta/RISE552.fa
I0261,BBC,Copper Age,Spain,M,-2850,-2250,U5b1i,/static_md5/data/fasta/I0261.fa
I0823,BBC,Copper Age,Spain,F,-2850,-2250,H1,/static_md5/data/fasta/I0823.fa
I3141,YAM,Bronze Age,Ukraine,F,-3300,-2700,H15b1,/static_md5/data/fasta/I3141.fa
I2655,BABI,Bronze Age,Great Britain,M,-1441,-1272,H6a1b2,/static_md5/data/fasta/I2655.fa
I1632,CACA,Copper Age,Armenia,M,-4230,-4000,K,/static_md5/data/fasta/I1632.fa
I0444,YAM,Bronze Age,Russia,M,-3335,-2882,H6a1b,/static_md5/data/fasta/I0444.fa
I1917,YAM,Bronze Age,Ukraine,F,-3095,-2915,R0a1,/static_md5/data/fasta/I1917.fa
I2660,NEBI,Neolithic,Great Britain,M,-3513,-3352,U5a2+16194,/static_md5/data/fasta/I2660.fa
I2691,NEBI,Neolithic,Great Britain,M,-3700,-3639,J1c1,/static_md5/data/fasta/I2691.fa
I1298,NEBA,Neolithic,Bulgaria,F,-6032,-5837,K1a,/static_md5/data/fasta/I1298.fa
DA162,IACA,Iron Age,Russia,M,300,1400,H13a2c,/static_md5/data/fasta/DA162.fa
Denisova3,HGE,Upper Paleolithic,Russia,F,-48000,-30000,L,/static_md5/data/fasta/Denisova3.fa
LICOL13,LONG,Middle Ages,Italy,U,570,800,None,
KZ1,LDN,Neolithic,Poland,F,-4332,-4066,U5b2a1a,/static_md5/data/fasta/KZ1.fa
I0443,YAM,Bronze Age,Russia,M,-3300,-2700,W3a1a,/static_md5/data/fasta/I0443.fa
I1634,CACA,Copper Age,Armenia,M,-4330,-4060,H2a1,/static_md5/data/fasta/I1634.fa
I2650,NEBI,Neolithic,Great Britain,M,-3638,-3380,T2c1d1,/static_md5/data/fasta/I2650.fa
I1541,CWC,Neolithic,Germany,M,-2500,-2050,U2e1a1,/static_md5/data/fasta/I1541.fa
I1635,BACA,Bronze Age,Armenia,M,-2619,-2465,X2f,/static_md5/data/fasta/I1635.fa
KZ2,LDN,Neolithic,Poland,F,-4331,-4057,K1c,/static_md5/data/fasta/KZ2.fa
KZ4,LDN,Neolithic,Poland,F,-4329,-3997,K1a4,/static_md5/data/fasta/KZ4.fa
DA164,IACA,Iron Age,Russia,F,300,1400,H5,/static_md5/data/fasta/DA164.fa
I2176,BABA,Bronze Age,Bulgaria,M,-3338,-3025,U1a1,/static_md5/data/fasta/I2176.fa
I0257,BBC,Copper Age,Spain,M,-2572,-2348,H1ax,/static_md5/data/fasta/I0257.fa
I0360,SRU,Bronze Age,Russia,M,-1850,-1200,U5a1,/static_md5/data/fasta/I0360.fa
I0826,BBC,Copper Age,Spain,M,-2834,-2482,H1t,/static_md5/data/fasta/I0826.fa
I2630,NEBI,Neolithic,Great Britain,M,-2580,-2463,K1a4,/static_md5/data/fasta/I2630.fa
SCY300,SCU,Iron Age,Moldova,F,-400,-200,H5b,/static_md5/data/fasta/SCY300.fa
I0175,LDN,Neolithic,Hungary,U,-4900,-4500,N1a1a1,/static_md5/data/fasta/I0175.fa
I0166,LDN,Neolithic,Germany,U,-5500,-4775,V1a,/static_md5/data/fasta/I0166.fa
I2405,GAC,Bronze Age,Poland,M,-3335,-3020,W5,/static_md5/data/fasta/I2405.fa
I2932,NEBI,Neolithic,Great Britain,M,-2570,-2347,H5,/static_md5/data/fasta/I2932.fa
SCY305,SCU,Iron Age,Moldova,U,-400,-200,U5a2b,/static_md5/data/fasta/SCY305.fa
I10851,MAIB,Middle Ages,Spain,F,887,1013,H3,/static_md5/data/fasta/I10851.fa
SCY308,SCU,Iron Age,Moldova,U,-400,-200,F1d,/static_md5/data/fasta/SCY308.fa
I0165,LDN,Neolithic,Germany,U,-4625,-4250,U5b1b,/static_md5/data/fasta/I0165.fa
I2933,NEBI,Neolithic,Great Britain,M,-3010,-2885,J1c2,/static_md5/data/fasta/I2933.fa
I1656,BACA,Bronze Age,Armenia,F,-1501,-1402,T1a2,/static_md5/data/fasta/I1656.fa
I0556,BAC,Neolithic,Germany,U,-3950,-3400,U8a1,/static_md5/data/fasta/I0556.fa
I6582,BBC,Copper Age,Poland,F,-2343,-2057,U5a2b,/static_md5/data/fasta/I6582.fa
I0102,LBK,Neolithic,Germany,U,-5030,-4948,N1a1a1a3,/static_md5/data/fasta/I0102.fa
I0796,LBK,Neolithic,Germany,U,-5500,-4775,H,/static_md5/data/fasta/I0796.fa
SCY311,SCU,Iron Age,Moldova,F,-400,-200,T2b,/static_md5/data/fasta/SCY311.fa
I10852,MAIB,Middle Ages,Spain,F,973,1150,H6c,/static_md5/data/fasta/I10852.fa
I0799,SCG,Neolithic,Germany,U,-4100,-3950,H1e,/static_md5/data/fasta/I0799.fa
I2418,BBC,Bronze Age,Great Britain,F,-2455,-2200,K1a4a1,/static_md5/data/fasta/I2418.fa
I2934,NEBI,Neolithic,Great Britain,F,-3338,-3022,U5a2c3,/static_md5/data/fasta/I2934.fa
I0820,LBK,Neolithic,Germany,U,-5298,-5247,W1c'i,/static_md5/data/fasta/I0820.fa
I2935,NEBI,Neolithic,Great Britain,M,-3335,-3011,U8b1b,/static_md5/data/fasta/I2935.fa
SCY334,SCU,Iron Age,Moldova,U,-400,-200,H5b,/static_md5/data/fasta/SCY334.fa
DA179,MAST,Middle Ages,Kazakhstan,M,1200,1400,D4,/static_md5/data/fasta/DA179.fa
I3085,NEBI,Neolithic,Great Britain,F,-3338,-3026,K1a+195,/static_md5/data/fasta/I3085.fa
SCY002,SCU,Iron Age,Ukraine,U,-400,-400,J1c2,/static_md5/data/fasta/SCY002.fa
DA189,MAST,Middle Ages,Russia,M,700,1000,J1b4,/static_md5/data/fasta/DA189.fa
I0024,LBK,Neolithic,Germany,U,-5500,-4800,W1c'i,/static_md5/data/fasta/I0024.fa
