name,group,epoch,country,sex,year_from,year_to,haplogroup,fasta_url
I12410,IAIB,Iron Age,Spain,M,-515,-375,H,/static_md5/data/fasta/I12410.fa
Karos1/3285,MAHu,Middle Ages,Hungary,F,890,950,K1c1,
Karos1/3,MAHu,Middle Ages,Hungary,M,890,950,D4j12,
I12640,IAIB,Iron Age,Spain,M,-696,-540,H1t,/static_md5/data/fasta/I12640.fa
Karos2/1,MAHu,Middle Ages,Hungary,F,890,950,D4c2a,
Karos1/5,MAHu,Middle Ages,Hungary,U,890,950,D4j12,
Karos1/7,MAHu,Middle Ages,Hungary,M,890,950,Y1a1,
I12641,IAIB,Iron Age,Spain,M,-791,-540,HV0d,/static_md5/data/fasta/I12641.fa
Karos2/13,MAHu,Middle Ages,Hungary,U,890,950,T1a1,
Karos2/11,MAHu,Middle Ages,Hungary,M,890,950,D2,
Karos2/12,MAHu,Middle Ages,Hungary,U,890,950,U3b2,
I12877,IAIB,Iron Age,Spain,M,-515,-375,J1c1,/static_md5/data/fasta/I12877.fa
I12878,IAIB,Iron Age,Spain,F,-507,-366,H3,/static_md5/data/fasta/I12878.fa
Karos2/17,MAHu,Middle Ages,Hungary,U,890,950,J1c2,
Karos2/16,MAHu,Middle Ages,Hungary,M,890,950,X2l,
Karos2/20,MAHu,Middle Ages,Hungary,M,890,950,C4b,
I3320,IAIB,Iron Age,Spain,M,-300,-100,I1,/static_md5/data/fasta/I3320.fa
Karos2/19,MAHu,Middle Ages,Hungary,F,890,950,J1b1a1e,
Karos2/2,MAHu,Middle Ages,Hungary,M,890,950,H5v,
I3323,IAIB,Iron Age,Spain,M,-365,-204,X2b,/static_md5/data/fasta/I3323.fa
Karos2/25,MAHu,Middle Ages,Hungary,U,890,950,F1a2,
I1550,LBK,Neolithic,Germany,F,-5500,-4850,K1a2,/static_md5/data/fasta/I1550.fa
Karos2/23,MAHu,Middle Ages,Hungary,F,890,950,T1a1,
I4556,IAIB,Iron Age,Spain,F,-700,-500,K1a12a,/static_md5/data/fasta/I4556.fa
Karos2/30,MAHu,Middle Ages,Hungary,U,890,950,K1f,
Karos2/29,MAHu,Middle Ages,Hungary,M,890,950,J1b1a1e,
I3758,IAIB,Iron Age,Spain,F,-365,-204,U5b1+16189+@16192,/static_md5/data/fasta/I3758.fa
Karos2/36,MAHu,Middle Ages,Hungary,M,890,950,D4i2,
Karos2/32,MAHu,Middle Ages,Hungary,F,890,950,T1a1,
Karos2/33,MAHu,Middle Ages,Hungary,M,890,950,U4a1b1,
Karos2/47,MAHu,Middle Ages,Hungary,F,890,950,U4a1b1,
I3757,IAIB,Iron Age,Spain,F,-400,-300,J1c1,/static_md5/data/fasta/I3757.fa
Karos2/41,MAHu,Middle Ages,Hungary,M,890,950,H35,
Karos2/44,MAHu,Middle Ages,Hungary,F,890,950,H2a1n,
I12642,IAIB,Iron Age,Spain,F,-731,-399,H,/static_md5/data/fasta/I12642.fa
Karos2/52,MAHu,Middle Ages,Hungary,M,890,950,X2f,
Karos2/51,MAHu,Middle Ages,Hungary,M,890,950,U4d2,
I3324,IAIB,Iron Age,Spain,M,-360,-193,H1,/static_md5/data/fasta/I3324.fa
Karos2/57,MAHu,Middle Ages,Hungary,U,890,950,T2b,
I5408,HGS,Mesolithic,Romania,M,-6000,-5000,K1c,/static_md5/data/fasta/I5408.fa
Karos2/56,MAHu,Middle Ages,Hungary,F,890,950,D4i2,
I3326,IAIB,Iron Age,Spain,M,-250,-200,J1c,/static_md5/data/fasta/I3326.fa
Karos2/61,MAHu,Middle Ages,Hungary,M,890,950,U4d2,
Karos2/6,MAHu,Middle Ages,Hungary,U,890,950,H5v,
Karos2/60,MAHu,Middle Ages,Hungary,M,890,950,N1a1a1a1a,
I3321,IAIB,Iron Age,Spain,M,-300,-100,U3a1,/static_md5/data/fasta/I3321.fa
Karos2/71,MAHu,Middle Ages,Hungary,F,890,950,H11a1,
Karos2/70,MAHu,Middle Ages,Hungary,F,890,950,X2c1,
I8142,CAIB,Copper Age,Spain,M,-2200,-2000,U5b1i,
I3496,IAIB,Iron Age,Spain,M,-300,-200,H1,/static_md5/data/fasta/I3496.fa
Karos2/9,MAHu,Middle Ages,Hungary,M,890,950,N1a1a1a1a,
Karos2/73,MAHu,Middle Ages,Hungary,U,890,950,D4b2a,
Karos2/8,MAHu,Middle Ages,Hungary,U,890,950,K1c1e,
I12561,IAIB,Iron Age,Spain,M,-700,-500,H1,/static_md5/data/fasta/I12561.fa
Karos3/12,MAHu,Middle Ages,Hungary,M,890,950,A12,
Karos3/10,MAHu,Middle Ages,Hungary,M,890,950,H5e1,
Karos3/11,MAHu,Middle Ages,Hungary,M,890,950,X2f,
Karos3/16,MAHu,Middle Ages,Hungary,U,890,950,U5a1a2a,
Karos3/15,MAHu,Middle Ages,Hungary,F,890,950,J2a1,
Karos3/3,MAHu,Middle Ages,Hungary,M,890,950,H6a1b,
I2467,CAIB,Copper Age,Spain,M,-2481,-2212,X2,/static_md5/data/fasta/I2467.fa
I0795,LBK,Neolithic,Germany,M,-5217,-5041,H1 or H1au1b,/static_md5/data/fasta/I0795.fa
Karos3/7,MAHu,Middle Ages,Hungary,U,890,950,U2e1b,
I12514,MAIB,Middle Ages,Spain,M,1020,1155,HV0+195,/static_md5/data/fasta/I12514.fa
Karos3/5,MAHu,Middle Ages,Hungary,U,890,950,B4d1,
Karos3/6,MAHu,Middle Ages,Hungary,U,890,950,B4d1,
Karos3/9,MAHu,Middle Ages,Hungary,F,890,950,U2e1b,
Kenezlo-Fazekaszug2/1025,MAHu,Middle Ages,Hungary,M,900,1000,G2a1,
I12515,MAIB,Middle Ages,Spain,M,1000,1200,H3,/static_md5/data/fasta/I12515.fa
WEHR_1415child,EBAGe,Bronze Age,Germany,M,-2021,-1893,H13a2b2a,/static_md5/data/fasta/WEHR_1415child.fa
I8149,CAIB,Copper Age,Spain,F,-2900,-2500,T,/static_md5/data/fasta/I8149.fa
I12644,MAIB,Middle Ages,Spain,M,1100,1300,U4a2,/static_md5/data/fasta/I12644.fa
Kenezlo-Fazekaszug2/1041,MAHu,Middle Ages,Hungary,F,900,1000,N1a1a1a1a,
I8153,CAIB,Copper Age,Spain,M,-2900,-2500,J2b1a1,/static_md5/data/fasta/I8153.fa
Kenezlo-Fazekaszug2/1044,MAHu,Middle Ages,Hungary,M,900,1000,U5a1i,
Kenezlo-Fazekaszug2/1045,MAHu,Middle Ages,Hungary,M,900,1000,N1a1a1a1a,
Kenezlo-Fazekaszug2/10936,MAHu,Middle Ages,Hungary,F,900,1000,C4b,
I0797,LBK,Neolithic,Germany,M,-5500,-4850,H46b,/static_md5/data/fasta/I0797.fa
I8157,CAIB,Copper Age,Spain,M,-2900,-2500,HV0+195,/static_md5/data/fasta/I8157.fa
I8156,CAIB,Copper Age,Spain,M,-2900,-2500,K1a4a1,/static_md5/data/fasta/I8156.fa
I8048,CAIB,Copper Age,Spain,M,-2200,-2000,U5b1,/static_md5/data/fasta/I8048.fa
I5233,HGS,Mesolithic,Serbia,F,-6224,-5878,U5b1d1,/static_md5/data/fasta/I5233.fa
I8365,CAIB,Copper Age,Spain,M,-2706,-2569,H,/static_md5/data/fasta/I8365.fa
I11592,CAIB,Copper Age,Portugal,M,-2800,-2600,U5b2b,/static_md5/data/fasta/I11592.fa
I12645,MAIB,Middle Ages,Spain,F,1100,1300,U5b1f1a,/static_md5/data/fasta/I12645.fa
ARS001,LBAMo,Bronze Age,Mongolia,M,-1046,-820,D4,
ARS002,LBAMo,Bronze Age,Mongolia,U,-1259,-936,D4j5,
I0054,LBK,Neolithic,Germany,F,-5223,-5021,J1c17,/static_md5/data/fasta/I0054.fa
I8045,BAIB,Bronze Age,Portugal,F,-1700,-1300,U5b,/static_md5/data/fasta/I8045.fa
I5234,HGS,Mesolithic,Serbia,F,-9500,-6200,U4a,/static_md5/data/fasta/I5234.fa
I12648,MAIB,Middle Ages,Spain,M,1100,1300,H1,/static_md5/data/fasta/I12648.fa
I11604,CAIB,Copper Age,Portugal,M,-3100,-2500,K1a1,/static_md5/data/fasta/I11604.fa
I8141,CAIB,Copper Age,Spain,F,-2200,-2000,K1a1b1,/static_md5/data/fasta/I8141.fa
I5235,HGS,Mesolithic,Serbia,M,-9221,-8548,U5b2c,/static_md5/data/fasta/I5235.fa
I8148,CAIB,Copper Age,Spain,M,-2900,-2500,T2b3+151,/static_md5/data/fasta/I8148.fa
I0022,LBK,Neolithic,Germany,F,-5500,-4850,T2e,/static_md5/data/fasta/I0022.fa
I8150,CAIB,Copper Age,Spain,F,-2900,-2500,J1c3,/static_md5/data/fasta/I8150.fa
ARS003,LBAMo,Bronze Age,Mongolia,M,-1421,-1128,U5a2d1,
ARS004,LBAMo,Bronze Age,Mongolia,M,-1207,-901,F2a,
WEHR_1474,EBAGe,Bronze Age,Germany,M,-2029,-1916,V,/static_md5/data/fasta/WEHR_1474.fa
I7457,MAIB,Middle Ages,Spain,M,1100,1300,H3+152,/static_md5/data/fasta/I7457.fa
I7458,MAIB,Middle Ages,Spain,U,1100,1300,H3ap,/static_md5/data/fasta/I7458.fa
I0025,LBK,Neolithic,Germany,F,-5500,-4850,T2b,/static_md5/data/fasta/I0025.fa
I3493,BAIB,Bronze Age,Spain,F,-1420,-1283,H1,/static_md5/data/fasta/I3493.fa
ARS006,LBAMo,Bronze Age,Mongolia,F,-1206,-919,C4a1a+195,
WEHR_1564,EBAGe,Bronze Age,Germany,M,-2020,-1892,V,/static_md5/data/fasta/WEHR_1564.fa
I2469,BAIB,Bronze Age,Spain,F,-910,-840,H3an,/static_md5/data/fasta/I2469.fa
I5238,HGS,Mesolithic,Serbia,F,-8265,-7820,K1c,/static_md5/data/fasta/I5238.fa
ARS007,LBAMo,Bronze Age,Mongolia,M,-1388,-1055,A+152+16362,
I8569,CAIB,Copper Age,Spain,M,-2871,-2626,H1ah,/static_md5/data/fasta/I8569.fa
I0026,LBK,Neolithic,Germany,F,-5500,-4850,T2b,/static_md5/data/fasta/I0026.fa
I7500,MAIB,Middle Ages,Spain,M,900,1100,M1b1a,/static_md5/data/fasta/I7500.fa
I12646,MAIB,Middle Ages,Spain,M,1100,1300,K2b1a1,/static_md5/data/fasta/I12646.fa
DA124,MAKa,Middle Ages,Kazakhstan,M,654,689,HV19,/static_md5/data/fasta/DA124.fa
VAD004,BAIB,Bronze Age,Spain,M,-1673,-1255,J1c3,
VAD005,BAIB,Bronze Age,Spain,M,-1742,-1546,J2b1a2,
I5240,HGS,Mesolithic,Serbia,M,-9140,-8570,U5a1c,/static_md5/data/fasta/I5240.fa
I4563,BAIB,Bronze Age,Spain,M,-1700,-1500,H84,/static_md5/data/fasta/I4563.fa
I0176,LBK,Neolithic,Hungary,F,-5207,-4944,N1a1a1a3,/static_md5/data/fasta/I0176.fa
I4562,BAIB,Bronze Age,Spain,F,-1738,-1623,H1,/static_md5/data/fasta/I4562.fa
Ampack_1,BBC,Bronze Age,Germany,M,-2476,-2310,T2b33,/static_md5/data/fasta/Ampack_1.fa
ARS011,LBAMo,Bronze Age,Mongolia,M,-1278,-979,None,
I5242,HGS,Mesolithic,Serbia,F,-8805,-8355,U5a1,/static_md5/data/fasta/I5242.fa
I10940,BAIB,Bronze Age,Gibraltar,M,-1900,-1400,H1e1a,/static_md5/data/fasta/I10940.fa
RISE371,BAHu,Bronze Age,Hungary,F,-2136,-1941,U5a2b,/static_md5/data/fasta/RISE371.fa
I3759,IAIB,Iron Age,Spain,M,-361,-195,H1,/static_md5/data/fasta/I3759.fa
ARS012,LBAMo,Bronze Age,Mongolia,F,-1410,-1126,C4a2a1,
I3327,IAIB,Iron Age,Spain,M,-250,-200,J2b1a,/static_md5/data/fasta/I3327.fa
poz211,CAUk,Copper Age,Ukraine,M,-2898,-2761,U5a2b,/static_md5/data/fasta/poz211.fa
DA92,IAST,Iron Age,Kazakhstan,M,-37,-28,J1b1a1+146,/static_md5/data/fasta/DA92.fa
ARS013,LBAMo,Bronze Age,Mongolia,F,-1442,-1208,C,
I12879,IAIB,Iron Age,Spain,F,-728,-397,HV0+195,/static_md5/data/fasta/I12879.fa
RISE373,BAHu,Bronze Age,Hungary,F,-1886,-1696,K1a2a,/static_md5/data/fasta/RISE373.fa
I5244,HGS,Mesolithic,Serbia,F,-9115,-8555,K1f,/static_md5/data/fasta/I5244.fa
ARS014,LBAMo,Bronze Age,Mongolia,F,-1412,-1127,C4a2c1,
I12643,IAIB,Iron Age,Spain,F,-758,-429,J2a1a1c,/static_md5/data/fasta/I12643.fa
I12560,IAIB,Iron Age,Spain,F,-700,-500,H4a1,/static_md5/data/fasta/I12560.fa
I12173,IAIB,Iron Age,Spain,F,-700,-500,T2b23,/static_md5/data/fasta/I12173.fa
I8212,CLIB,Classical Age,Spain,M,-500,-350,H27+16093,/static_md5/data/fasta/I8212.fa
I8214,CLIB,Classical Age,Spain,F,-400,-350,H3+152,/static_md5/data/fasta/I8214.fa
I8215,CLIB,Classical Age,Spain,F,-400,-350,HV11,/static_md5/data/fasta/I8215.fa
I0011,HGN,Mesolithic,Sweden,F,-5721,-5516,U5a1,/static_md5/data/fasta/I0011.fa
I8339,CLIB,Classical Age,Spain,F,100,200,K1a+195,/static_md5/data/fasta/I8339.fa
I8475,CLIB,Classical Age,Spain,F,100,200,T2b,/static_md5/data/fasta/I8475.fa
ARS015,LBAMo,Bronze Age,Mongolia,M,-1429,-1130,G3a,
I6490,CLIB,Classical Age,Spain,F,200,500,K1c2,/static_md5/data/fasta/I6490.fa
I4560,BAIB,Bronze Age,Spain,F,-1700,-1500,K1a3a,/static_md5/data/fasta/I4560.fa
I3778,MAIB,Middle Ages,Spain,M,600,700,H4a1,/static_md5/data/fasta/I3778.fa
I4657,HGS,Mesolithic,Serbia,F,-9755,-9275,K1c,/static_md5/data/fasta/I4657.fa
I3775,MAIB,Middle Ages,Spain,M,600,700,H3t,/static_md5/data/fasta/I3775.fa
I3777,MAIB,Middle Ages,Spain,F,600,700,V17,/static_md5/data/fasta/I3777.fa
DA194,SCHu,Iron Age,Hungary,F,-408,-369,H2a2a1,/static_md5/data/fasta/DA194.fa
ARS016,LBAMo,Bronze Age,Mongolia,M,-1606,-1298,A+152+16362+16189,
I12031,MAIB,Middle Ages,Spain,M,500,600,H1e2,/static_md5/data/fasta/I12031.fa
I0012,HGN,Mesolithic,Sweden,M,-5714,-5575,U2e1,/static_md5/data/fasta/I0012.fa
I12162,MAIB,Middle Ages,Spain,M,500,600,U5b1b1d,/static_md5/data/fasta/I12162.fa
I12033,MAIB,Middle Ages,Spain,M,500,600,V,/static_md5/data/fasta/I12033.fa
poz212,BAUk,Bronze Age,Ukraine,F,-3022,-2918,R11’B6,/static_md5/data/fasta/poz212.fa
I12171,IAIB,Iron Age,Spain,F,-700,-500,J1c1b,/static_md5/data/fasta/I12171.fa
I4660,HGS,Mesolithic,Serbia,F,-7940,-7585,U8b1b,/static_md5/data/fasta/I4660.fa
DA222,MAKa,Middle Ages,Kazakhstan,M,750,950,A+152+16362,/static_md5/data/fasta/DA222.fa
I0409,NEIB,Neolithic,Spain,F,-5311,-5218,J1c3,/static_md5/data/fasta/I0409.fa
I0015,HGN,Mesolithic,Sweden,M,-5964,-5629,U5a2d,/static_md5/data/fasta/I0015.fa
ARS018,LBAMo,Bronze Age,Mongolia,M,-1188,-846,B5b1,
I4054,CAIB,Classical Age,Spain,M,200,400,H4a1c2,/static_md5/data/fasta/I4054.fa
I3579,MAIB,Middle Ages,Spain,M,400,600,H1e1a6,/static_md5/data/fasta/I3579.fa
I4870,HGS,Mesolithic,Serbia,M,-7045,-6535,K1c,/static_md5/data/fasta/I4870.fa
I3578,MAIB,Middle Ages,Spain,F,400,600,HV0f,/static_md5/data/fasta/I3578.fa
I0017,HGN,Mesolithic,Sweden,M,-5721,-5631,U2e1,/static_md5/data/fasta/I0017.fa
I3585,MAIB,Middle Ages,Spain,M,677,866,H1,/static_md5/data/fasta/I3585.fa
I7498,MAIB,Middle Ages,Spain,M,1000,1100,H3a1,/static_md5/data/fasta/I7498.fa
I7427,MAIB,Middle Ages,Spain,M,900,1000,H1+16189,/static_md5/data/fasta/I7427.fa
poz213,BAB,Copper Age,Ukraine,F,-2117,-1950,J1c2m,/static_md5/data/fasta/poz213.fa
I8146,MAIB,Middle Ages,Spain,F,1300,1500,H3a1,/static_md5/data/fasta/I8146.fa
I8147,MAIB,Middle Ages,Spain,U,1300,1500,H1,/static_md5/data/fasta/I8147.fa
I3809,MAIB,Middle Ages,Spain,M,1500,1600,U6a3b,/static_md5/data/fasta/I3809.fa
I7424,MAIB,Middle Ages,Spain,F,1500,1600,U5b1+16189+@16192,/static_md5/data/fasta/I7424.fa
I4871,HGS,Mesolithic,Serbia,F,-7100,-5900,U5b2a1a,/static_md5/data/fasta/I4871.fa
I12647,MAIB,Middle Ages,Spain,F,1100,1300,H1ak1,/static_md5/data/fasta/I12647.fa
I12649,MAIB,Middle Ages,Spain,M,1100,1300,H13a1a,/static_md5/data/fasta/I12649.fa
I12516,MAIB,Middle Ages,Spain,F,901,1116,U5b2b2,/static_md5/data/fasta/I12516.fa
I0371,BARu,Bronze Age,Russia,M,-2872,-2583,U2d2,/static_md5/data/fasta/I0371.fa
CL53,LONG,Middle Ages,Italy,M,570,880,H11a,/static_md5/data/fasta/CL53.fa
ARS026,LBAMo,Bronze Age,Mongolia,M,-1126,-898,C4a1a+195,
I4873,HGS,Mesolithic,Serbia,F,-6006,-5838,U5a2a,/static_md5/data/fasta/I4873.fa
CL84,LONG,Middle Ages,Italy,M,570,880,H1t,/static_md5/data/fasta/CL84.fa
I0126,BARu,Bronze Age,Russia,M,-2867,-2486,H6a2,/static_md5/data/fasta/I0126.fa
CL87,LONG,Middle Ages,Italy,F,570,880,H1,/static_md5/data/fasta/CL87.fa
Kunila1,CWC,Neolithic,Estonia,M,-2850,-2050,U5b1b,/static_md5/data/fasta/Kunila1.fa
STR_241,MAGe,Middle Ages,Germany,M,480,510,H1,/static_md5/data/fasta/STR_241.fa
ARS025,LBAMo,Bronze Age,Mongolia,M,-1427,-1134,D4b1a2a,
STR_491,MAGe,Middle Ages,Germany,M,510,530,T2b,/static_md5/data/fasta/STR_491.fa
I0440,BARu,Bronze Age,Russia,M,-2887,-2666,I3a,/static_md5/data/fasta/I0440.fa
JK2127,CLNE,Classical Age,Egypt,F,-358,-208,W6,
Iboussieres25-1,HGW,Epipaleolithic,France,M,-10090,-9460,U5b2a,/static_md5/data/fasta/Iboussieres25-1.fa
I0374,BARu,Bronze Age,Russia,M,-2800,-2200,H13a1a,/static_md5/data/fasta/I0374.fa
I4874,HGS,Mesolithic,Serbia,F,-6636,-6476,U5b2a1a,/static_md5/data/fasta/I4874.fa
I4876,HGS,Mesolithic,Serbia,F,-6635,-6375,U5a2d,/static_md5/data/fasta/I4876.fa
SZ2,LONG,Middle Ages,Hungary,M,412,604,T1a1,/static_md5/data/fasta/SZ2.fa
SZ15,LONG,Middle Ages,Hungary,M,412,604,H1c1,/static_md5/data/fasta/SZ15.fa
I4877,HGS,Mesolithic,Serbia,F,-6645,-6465,U5b1d1,/static_md5/data/fasta/I4877.fa
I0246,BARu,Bronze Age,Russia,M,-2469,-1928,C1,/static_md5/data/fasta/I0246.fa
arm14,MACA,Middle Ages,Armenia,U,1700,1800,U1a1a,/static_md5/data/fasta/arm14.fa
Sope,CWC,Neolithic,Estonia,F,-2625,-2400,H5a1,/static_md5/data/fasta/Sope.fa
arm23,BACA,Bronze Age,Armenia,U,-1500,-1300,R1a1a,/static_md5/data/fasta/arm23.fa
I4878,HGS,Mesolithic,Serbia,M,-5995,-5710,U4a,/static_md5/data/fasta/I4878.fa
I1152,CANE,Copper Age,Israel,F,-4500,-3900,J2a2d,/static_md5/data/fasta/I1152.fa
poz214,CAUk,Copper Age,Ukraine,M,-2863,-2630,H2a1,/static_md5/data/fasta/poz214.fa
I3322,IAIB,Iron Age,Spain,F,-600,-500,H1t,/static_md5/data/fasta/I3322.fa
I0418,BARu,Bronze Age,Russia,F,-2125,-1769,T1a1,/static_md5/data/fasta/I0418.fa
I1180,CANE,Copper Age,Israel,M,-4500,-3900,T,/static_md5/data/fasta/I1180.fa
LIAV_32,IAIt,Iron Age,Italy,U,-700,-300,H,/static_md5/data/fasta/LIAV_32.fa
JK2128,CLNE,Classical Age,Egypt,M,-185,-107,HV21,
I0419,BARu,Bronze Age,Russia,M,-2200,-1900,U2e1h,/static_md5/data/fasta/I0419.fa
LIAV_40,IAIt,Iron Age,Italy,U,-700,-300,H,/static_md5/data/fasta/LIAV_40.fa
JK2130,CLNE,Classical Age,Egypt,F,91,212,M1a1,
I0122,YAM,Bronze Age,Russia,M,-5200,-4000,H2a1,/static_md5/data/fasta/I0122.fa
I0050,CWC,Neolithic,Germany,U,-2800,-2050,U5a2d,/static_md5/data/fasta/I0050.fa
I0434,YAM,Bronze Age,Russia,M,-5200,-4000,U4a2 or U4d,/static_md5/data/fasta/I0434.fa
I4880,HGS,Mesolithic,Serbia,M,-6000,-5725,U4b1b1,/static_md5/data/fasta/I4880.fa
I0247,SCR,Iron Age,Russia,M,-375,-203,G2a4,/static_md5/data/fasta/I0247.fa
RISE395,BARu,Bronze Age,Russia,F,-1960,-1756,U2e1h,/static_md5/data/fasta/RISE395.fa
MS10622,IASp,Iron Age,Spain,U,-400,-400,H3,/static_md5/data/fasta/MS10622.fa
poz221,CAT,Bronze Age,Ukraine,F,-2548,-2348,X4,/static_md5/data/fasta/poz221.fa
I4881,HGS,Mesolithic,Serbia,M,-6570,-6255,U4b1b1,/static_md5/data/fasta/I4881.fa
RISE386,BARu,Bronze Age,Russia,M,-2298,-2045,J1c1b1a,/static_md5/data/fasta/RISE386.fa
poz222,YAM,Bronze Age,Ukraine,F,-3023,-2911,W3a1,/static_md5/data/fasta/poz222.fa
I5772,HGS,Mesolithic,Serbia,M,-7100,-5900,U5a2a,/static_md5/data/fasta/I5772.fa
RISE394,BARu,Bronze Age,Russia,F,-1949,-1754,U2e1e,/static_md5/data/fasta/RISE394.fa
JK2131,CLNE,Classical Age,Egypt,F,-749,-517,U3b,
I1390,BBC,Copper Age,France,M,-2480,-2210,X2b4a,/static_md5/data/fasta/I1390.fa
RISE391,BAKa,Bronze Age,Kazakhstan,F,-2120,-1887,N1a1a1a1,/static_md5/data/fasta/RISE391.fa
poz224,YAM,Bronze Age,Ukraine,U,-2847,-2574,U4c1,/static_md5/data/fasta/poz224.fa
I1391,BBC,Copper Age,France,F,-2396,-2060,J1c4,/static_md5/data/fasta/I1391.fa
I1507,LBK,Neolithic,Hungary,M,-5780,-5640,R1b1,/static_md5/data/fasta/I1507.fa
Kostenki14,HGE,Mesolithic,Russia,M,-36730,-34310,None,
I0422,SRU,Bronze Age,Russia,F,-1850,-1200,T1a1,/static_md5/data/fasta/I0422.fa
poz208,YAM,Bronze Age,Ukraine,U,-2882,-2698,W3a1a,/static_md5/data/fasta/poz208.fa
I2447,BBC,Bronze Age,Great Britain,M,-2115,-1910,K1a26,/static_md5/data/fasta/I2447.fa
I0679,NEBA,Neolithic,Bulgaria,F,-5718,-5626,H5,/static_md5/data/fasta/I0679.fa
JK2132,CLNE,Classical Age,Egypt,M,83,208,T,
I0234,SRU,Bronze Age,Russia,F,-1850,-1600,I1a1,/static_md5/data/fasta/I0234.fa
I4432,HGE,Mesolithic,Latvia,M,-6075,-5920,U5a2c,/static_md5/data/fasta/I4432.fa
poz287,CWC,Neolithic,Poland,F,-2800,-2300,H6a,/static_md5/data/fasta/poz287.fa
I4434,HGE,Mesolithic,Latvia,M,-5606,-5385,U5a2d,/static_md5/data/fasta/I4434.fa
I3587,BBC,Copper Age,Germany,U,-2300,-2150,H1e1a,/static_md5/data/fasta/I3587.fa
I2568,BBC,Bronze Age,Great Britain,M,-2286,-2038,U5a1b1g,/static_md5/data/fasta/I2568.fa
I4438,HGE,Mesolithic,Latvia,M,-5462,-5220,U4b1a2,/static_md5/data/fasta/I4438.fa
I3592,BBC,Copper Age,Germany,F,-2457,-2203,H+16129,/static_md5/data/fasta/I3592.fa
I4439,HGE,Mesolithic,Latvia,M,-5763,-5633,U5b1d1,/static_md5/data/fasta/I4439.fa
I4132,BBC,Copper Age,Germany,M,-2500,-2000,U5a1a1,/static_md5/data/fasta/I4132.fa
I0235,SRU,Bronze Age,Russia,F,-1850,-1600,K1b2a,/static_md5/data/fasta/I0235.fa
I4441,HGE,Mesolithic,Latvia,M,-4837,-4713,U5a1c,/static_md5/data/fasta/I4441.fa
poz256,CWC,Neolithic,Czech Republic,U,-2600,-2200,U4b1a1a,/static_md5/data/fasta/poz256.fa
JK2133,CLNE,Classical Age,Egypt,U,-750,-525,X,
I0430,SRU,Bronze Age,Russia,M,-1850,-1600,H3g,/static_md5/data/fasta/I0430.fa
I4550,HGE,Mesolithic,Latvia,M,-6601,-6476,U5b2a1a,/static_md5/data/fasta/I4550.fa
poz257,CWC,Neolithic,Czech Republic,U,-2600,-2200,I4a,/static_md5/data/fasta/poz257.fa
poz279,CWC,Neolithic,Poland,U,-2454,-2236,W5b,/static_md5/data/fasta/poz279.fa
JK2135,CLNE,Classical Age,Egypt,F,-992,-923,M1a2a,
I5519,BBC,Copper Age,Germany,M,-2500,-2000,I4a,/static_md5/data/fasta/I5519.fa
I4551,HGE,Mesolithic,Latvia,M,-5775,-5666,U5a2c3,/static_md5/data/fasta/I4551.fa
poz280,CWC,Neolithic,Poland,U,-2800,-2300,W5b,/static_md5/data/fasta/poz280.fa
poz281,CWC,Neolithic,Poland,U,-2800,-2300,T2e,/static_md5/data/fasta/poz281.fa
I4552,HGE,Mesolithic,Latvia,F,-5479,-5374,U5a1d,/static_md5/data/fasta/I4552.fa
I5657,BBC,Copper Age,Germany,M,-2500,-2000,T2b+152,/static_md5/data/fasta/I5657.fa
Rochedane,HGW,Epipaleolithic,France,M,-11140,-10880,U5b2b,/static_md5/data/fasta/Rochedane.fa
RISE550,YAM,Bronze Age,Russia,M,-3334,-2635,U5a1i,/static_md5/data/fasta/RISE550.fa
RISE240,YAM,Bronze Age,Russia,F,-2880,-2632,U5a1d1,/static_md5/data/fasta/RISE240.fa
I4553,HGE,Mesolithic,Latvia,M,-5482,-5375,U5a1c,/static_md5/data/fasta/I4553.fa
poz282,CWC,Neolithic,Poland,U,-2800,-2300,U4a2f,/static_md5/data/fasta/poz282.fa
I0431,SRU,Bronze Age,Russia,F,-1850,-1600,H2b,/static_md5/data/fasta/I0431.fa
poz234,CWC,Neolithic,Poland,U,-2800,-2300,H1e,/static_md5/data/fasta/poz234.fa
I4596,HGE,Mesolithic,Latvia,M,-6061,-5990,U5a2d,/static_md5/data/fasta/I4596.fa
I4626,NEBL,Neolithic,Latvia,M,-5841,-5636,U2e1,/static_md5/data/fasta/I4626.fa
I7213,BBC,Copper Age,Czech Republic,F,-2500,-2200,HV+16311,/static_md5/data/fasta/I7213.fa
I7269,BBC,Copper Age,Czech Republic,M,-2500,-2200,T2e,/static_md5/data/fasta/I7269.fa
I7271,BBC,Copper Age,Czech Republic,M,-2500,-2200,U4a2,/static_md5/data/fasta/I7271.fa
I4628,NEBL,Neolithic,Latvia,M,-5302,-4852,U5a2d,/static_md5/data/fasta/I4628.fa
JK2136,CLNE,Classical Age,Egypt,M,-405,-394,R0a2,
I4632,HGE,Mesolithic,Latvia,F,-6467,-6249,U5a1c,/static_md5/data/fasta/I4632.fa
I0260,BBC,Copper Age,Spain,F,-2850,-2250,K1a2a,/static_md5/data/fasta/I0260.fa
I0263,BBC,Copper Age,Spain,F,-2850,-2250,X2b+226,/static_md5/data/fasta/I0263.fa
I0460,BBC,Copper Age,Spain,M,-2460,-2209,H45,/static_md5/data/fasta/I0460.fa
